,to_rent,price,number_of_rooms,living_area,fully_equipped_kitchen,furnished,open_fire,terrace,area_of_the_terrace,garden,area_of_the_garden,swimming_pool,state_of_the_building,zipcode,type,region,region_be
18745,False,520000.0,2.0,90.0,True,False,False,True,25.0,False,0.0,False,àrafraîchir,1060,Penthouse,Brussels,Brussels
18746,False,178000.0,1.0,80.0,False,False,False,True,4.0,False,0.0,False,excellentétat,7333,Appartement,Walloon Region,Region Walloonie
18747,False,199000.0,3.0,100.0,True,False,False,True,10.0,True,630.0,False,excellentétat,4460,Maison,Liège,Region Walloonie
18748,False,119999.0,5.0,163.0,True,False,False,False,0.0,False,0.0,False,bon,6040,Maison,Hainaut,Region Walloonie
18749,False,225000.0,3.0,200.0,False,False,False,False,0.0,False,0.0,False,excellentétat,4020,Maison,Liège,Region Walloonie
18750,False,279000.0,3.0,121.0,True,False,False,True,10.0,False,0.0,False,bon,1081,Appartement,Brussels,Brussels
18751,False,280000.0,3.0,110.0,True,False,False,False,0.0,True,325.0,False,bon,1480,Maison,Walloon Brabant,Region Walloonie
18752,False,460000.0,4.0,160.0,True,False,False,True,24.0,True,50.0,False,bon,4160,Maison,Liège,Region Walloonie
18753,False,289000.0,3.0,125.0,True,False,False,False,0.0,False,0.0,False,bon,2150,Penthouse,Antwerp,Region Flanders
18754,False,460000.0,3.0,181.0,False,False,False,True,16.0,True,700.0,False,bon,1400,Maison,Walloon Brabant,Region Walloonie
18755,False,460000.0,3.0,181.0,False,False,False,True,16.0,True,800.0,False,àrénover,1400,Maison,Walloon Brabant,Region Walloonie
18756,False,349000.0,4.0,145.0,True,False,False,False,0.0,True,80.0,False,bon,2800,Maison,Antwerp,Region Flanders
18757,False,239000.0,2.0,100.0,True,False,False,False,0.0,False,0.0,False,bon,9300,Appartement,East Flanders,Region Flanders
18758,False,215000.0,3.0,137.0,True,False,False,False,0.0,True,180.0,False,àrénover,4400,Maison,Liège,Region Walloonie
18759,False,230000.0,3.0,160.50541498310923,True,False,False,False,0.0,True,50.0,False,fraîchementrénové,6600,Maison,Luxembourg,Region Walloonie
18760,False,299400.0,4.0,170.0,True,False,False,True,24.0,False,0.0,False,àrafraîchir,6001,Villa,Hainaut,Region Walloonie
18761,False,306430.0,2.0,100.0,False,False,False,True,23.0,False,0.0,False,bon,4800,Appartement,Liège,Region Walloonie
18762,False,416780.0,2.0,103.0,False,False,False,True,37.0,False,0.0,False,excellentétat,4800,Appartement,Liège,Region Walloonie
18763,False,300000.0,2.0,160.0,True,False,False,True,10.0,True,50.0,False,bon,1367,Maisondecampagne,Walloon Brabant,Region Walloonie
18764,False,288000.0,3.0,118.0,True,False,False,True,17.0,True,0.0,False,bon,3980,Maison,Limburg,Region Flanders
18765,False,176000.0,2.0,119.0,True,False,False,False,0.0,False,0.0,False,àrafraîchir,7033,Maison,Walloon Region,Region Walloonie
18766,False,195000.0,4.0,130.0,True,False,False,True,17.0,False,0.0,False,bon,4500,Maison,Liège,Region Walloonie
18767,False,235000.0,1.0,70.0,True,False,False,False,0.0,False,0.0,False,excellentétat,2570,Appartement,Antwerp,Region Flanders
18768,False,299000.0,3.0,160.0,True,False,False,True,24.0,True,140.0,False,bon,4040,Maison,Liège,Region Walloonie
18769,False,325000.0,3.0,152.0,True,False,False,False,0.0,True,30.0,False,àrafraîchir,2660,Maison,Antwerp,Region Flanders
18770,False,169000.0,2.0,98.0,False,False,False,True,4.0,False,0.0,False,bon,2300,Appartement,Antwerp,Region Flanders
18771,False,269000.0,3.0,145.0,True,False,False,False,0.0,False,0.0,False,bon,1730,Appartement,Flemish Brabant,Region Flanders
18772,False,269000.0,3.0,145.0,True,False,False,False,0.0,False,0.0,False,excellentétat,1730,Appartement,Flemish Brabant,Region Flanders
18773,False,260000.0,3.0,140.0,True,False,True,False,0.0,False,0.0,False,àrénover,2490,Maison,Antwerp,Region Flanders
18774,False,475000.0,5.0,165.0,True,False,False,True,24.0,True,400.0,False,excellentétat,4432,Maison,Liège,Region Walloonie
18775,False,475000.0,5.0,165.0,True,False,False,True,24.0,True,400.0,False,excellentétat,4430,Immeublemixte,Liège,Region Walloonie
18776,False,670000.0,3.0,160.0,True,False,False,True,12.0,False,0.0,False,bon,1050,Appartement,Brussels,Brussels
18777,False,380000.0,2.0,97.0,True,False,False,True,18.0,False,0.0,False,excellentétat,1410,Appartement,Walloon Brabant,Region Walloonie
18778,False,199000.0,3.0,86.0,True,False,False,True,3.0,False,0.0,False,àrafraîchir,2300,Appartement,Antwerp,Region Flanders
18779,False,199000.0,3.0,86.0,True,False,False,True,10.0,True,37.0,False,bon,2300,Rez-de-chaussée,Antwerp,Region Flanders
18780,False,399000.0,2.0,160.0,True,False,False,True,40.0,True,423.0,False,àrafraîchir,1301,Maison,Walloon Brabant,Region Walloonie
18781,False,650000.0,5.0,200.0,True,False,False,True,30.0,True,100.0,False,excellentétat,1325,Immeublemixte,Walloon Brabant,Region Walloonie
18782,False,279000.0,3.0,174.0,True,False,True,False,0.0,False,0.0,False,bon,2280,Maison,Antwerp,Region Flanders
18783,False,349000.0,4.0,200.0,True,False,False,False,0.0,False,0.0,False,àrénover,1982,Maison,Flemish Brabant,Region Flanders
18784,False,189000.0,3.0,116.0,True,False,False,True,25.0,True,45.0,False,fraîchementrénové,7700,Maison,Walloon Region,Region Walloonie
18785,False,395000.0,3.0,170.0,True,False,False,False,0.0,True,530.0,False,excellentétat,1390,Maison,Walloon Brabant,Region Walloonie
18786,False,395000.0,3.0,170.0,True,False,False,False,0.0,True,530.0,False,bon,1325,Maison,Walloon Brabant,Region Walloonie
18787,False,579000.0,3.0,160.50541498310923,True,False,False,True,24.0,True,50.0,False,bon,2890,Villa,Antwerp,Region Flanders
18788,False,348740.0,3.0,153.0,True,False,False,True,32.0,True,69.0,False,fraîchementrénové,2270,Appartement,Antwerp,Region Flanders
18789,False,338140.0,2.0,117.0,True,False,False,True,42.0,True,87.0,False,excellentétat,2270,Appartement,Antwerp,Region Flanders
18790,False,334960.0,2.0,116.0,True,False,False,True,35.0,True,51.0,False,bon,2270,Appartement,Antwerp,Region Flanders
18791,False,360000.0,4.0,157.0,True,False,False,False,0.0,False,0.0,False,àrénover,1060,Maison,Brussels,Brussels
18792,False,235000.0,5.0,140.0,False,False,False,False,0.0,False,0.0,False,bon,7090,Maison,Walloon Region,Region Walloonie
18793,False,345000.0,2.0,98.0,True,False,False,True,8.0,True,87.0,False,excellentétat,5000,Rez-de-chaussée,Namur,Region Walloonie
18794,False,325000.0,4.0,160.50541498310923,True,False,False,True,24.0,False,0.0,False,fraîchementrénové,4540,Maison,Liège,Region Walloonie
18795,False,185000.0,2.0,142.0,False,False,False,True,30.0,True,50.0,False,àrénover,1480,Maison,Walloon Brabant,Region Walloonie
18796,False,460000.0,3.0,181.0,True,False,False,True,24.0,True,600.0,False,bon,1880,Maison,Flemish Brabant,Region Flanders
18797,False,475000.0,3.0,160.0,True,False,False,True,11.0,False,0.0,False,àrafraîchir,1040,Appartement,Brussels,Brussels
18798,False,259000.0,3.0,116.0,True,False,False,True,7.0,True,28.0,False,excellentétat,2660,Maison,Antwerp,Region Flanders
18799,False,230000.0,3.0,192.0,True,False,False,True,49.0,True,342.0,False,àrafraîchir,7160,Maison,Walloon Region,Region Walloonie
18800,False,199000.0,2.0,91.0,True,False,False,False,0.0,False,0.0,False,bon,2660,Appartement,Antwerp,Region Flanders
18801,False,465000.0,4.0,180.0,True,False,False,True,10.0,True,35.0,False,excellentétat,1030,Maison,Brussels,Brussels
18802,False,465000.0,4.0,180.0,True,False,False,True,10.0,True,35.0,False,excellentétat,1030,Immeuble,Brussels,Brussels
18803,False,465000.0,4.0,180.0,True,False,False,True,10.0,True,35.0,False,excellentétat,1000,Immeuble,Brussels,Brussels
18804,False,189000.0,2.0,55.0,True,False,False,False,0.0,False,0.0,False,excellentétat,2550,Appartement,Antwerp,Region Flanders
18805,False,402643.0,2.0,122.0,True,False,False,True,26.0,False,0.0,False,bon,9140,Appartement,East Flanders,Region Flanders
18806,False,495000.0,2.0,125.0,True,False,False,True,90.0,True,572.0,False,àrafraîchir,1380,Villa,Walloon Brabant,Region Walloonie
18807,False,550000.0,3.0,150.0,True,False,False,True,24.0,True,48.0,False,excellentétat,2018,Maison,Antwerp,Region Flanders
18808,False,195000.0,4.0,124.0,True,False,False,False,0.0,False,0.0,False,excellentétat,4420,Maison,Liège,Region Walloonie
18809,False,135000.0,2.0,70.0,False,False,False,True,10.0,False,0.0,False,bon,7100,Appartement,Walloon Region,Region Walloonie
18810,False,227000.0,2.0,95.0,True,False,False,True,3.0,False,0.0,False,bon,1800,Appartement,Flemish Brabant,Region Flanders
18811,False,85000.0,2.0,77.0,True,False,False,False,0.0,False,0.0,False,àrafraîchir,7340,Maison,Walloon Region,Region Walloonie
18812,False,160000.0,3.0,103.0,True,False,False,False,0.0,False,0.0,False,bon,7380,Maison,Walloon Region,Region Walloonie
18813,False,249000.0,3.0,125.0,True,False,False,False,0.0,False,0.0,False,àrénover,2650,Maison,Antwerp,Region Flanders
18814,False,139500.0,2.0,70.0,True,False,False,True,2.0,False,0.0,False,àrafraîchir,2100,Appartement,Antwerp,Region Flanders
18815,False,420000.0,2.0,100.0,True,False,False,True,5.0,False,0.0,False,fraîchementrénové,1040,Appartement,Brussels,Brussels
18816,False,234900.0,3.0,120.0,True,False,False,False,0.0,False,0.0,False,bon,2020,Maison,Antwerp,Region Flanders
18817,False,678000.0,7.0,200.0,False,False,False,True,24.0,False,0.0,False,bon,2170,Immeuble,Antwerp,Region Flanders
18818,False,335000.0,1.0,78.0,True,False,False,False,0.0,False,0.0,False,bon,2640,Appartement,Antwerp,Region Flanders
18819,False,335000.0,1.0,78.0,True,False,False,False,0.0,False,0.0,False,bon,2640,Rez-de-chaussée,Antwerp,Region Flanders
18820,False,445000.0,5.0,172.0,True,False,False,False,0.0,True,756.0,False,bon,1342,Villa,Walloon Brabant,Region Walloonie
18821,False,325000.0,2.0,108.0,True,False,False,True,52.0,False,0.0,False,excellentétat,3560,Duplex,Limburg,Region Flanders
18822,False,285000.0,3.0,157.0,True,False,False,True,17.0,False,0.0,False,bon,4630,Maison,Liège,Region Walloonie
18823,False,329000.0,3.0,144.0,True,False,False,True,45.0,False,0.0,False,bon,2910,Maison,Antwerp,Region Flanders
18824,False,195000.0,2.0,106.0,True,True,False,True,9.0,False,0.0,False,bon,2050,Appartement,Antwerp,Region Flanders
18825,False,189000.0,2.0,90.0,True,False,False,False,0.0,True,15.0,False,àrafraîchir,4877,Maison,Liège,Region Walloonie
18826,False,230000.0,3.0,95.0,True,False,False,True,10.0,False,0.0,False,bon,4020,Immeublemixte,Liège,Region Walloonie
18827,False,189000.0,2.0,90.0,True,False,False,False,0.0,True,15.0,False,àrafraîchir,4870,Maison,Liège,Region Walloonie
18828,False,389000.0,4.0,145.0,True,False,False,True,15.0,True,15.0,False,bon,1800,Maison,Flemish Brabant,Region Flanders
18829,False,307500.0,2.0,128.0,True,False,False,True,5.0,False,0.0,False,excellentétat,2243,Appartement,Antwerp,Region Flanders
18830,False,299000.0,3.0,113.0,True,False,False,False,0.0,True,300.0,False,excellentétat,2243,Appartement,Antwerp,Region Flanders
18831,False,312500.0,2.0,111.0,True,False,False,True,10.0,True,300.0,False,excellentétat,2243,Appartement,Antwerp,Region Flanders
18832,False,223500.0,1.0,50.0,True,False,False,True,10.0,True,300.0,False,excellentétat,2243,Appartement,Antwerp,Region Flanders
18833,False,445000.0,3.0,180.0,True,False,False,False,0.0,True,986.0,False,excellentétat,4260,Maison,Liège,Region Walloonie
18834,False,369000.0,3.0,120.0,True,False,False,True,12.0,False,0.0,False,excellentétat,1160,Penthouse,Brussels,Brussels
18835,False,310000.0,2.0,96.0,True,False,False,False,0.0,False,0.0,False,bon,1030,Appartement,Brussels,Brussels
18836,False,359000.0,2.0,100.0,True,False,False,True,27.0,False,0.0,False,àrafraîchir,1180,Appartement,Brussels,Brussels
18837,False,590000.0,3.0,147.0,True,False,False,True,4.0,False,0.0,False,excellentétat,1040,Appartement,Brussels,Brussels
18838,False,295000.0,3.0,95.0,True,False,False,True,20.0,False,0.0,True,excellentétat,1932,Appartement,Flemish Brabant,Region Flanders
18839,False,325000.0,1.0,72.0,True,False,False,True,24.0,False,0.0,False,excellentétat,2800,Appartement,Antwerp,Region Flanders
18840,False,241772.0,1.0,67.0,True,False,False,True,8.0,False,0.0,False,excellentétat,2570,Appartement,Antwerp,Region Flanders
18841,False,584500.0,3.0,168.0,True,False,False,True,22.0,False,0.0,False,excellentétat,2801,Penthouse,Antwerp,Region Flanders
18842,False,839475.0,3.0,186.0,True,False,False,True,40.0,False,0.0,False,excellentétat,2550,Penthouse,Antwerp,Region Flanders
18843,False,425000.0,3.0,137.0,True,False,False,True,17.0,False,0.0,False,bon,2840,Bungalow,Antwerp,Region Flanders
18844,False,195000.0,2.0,80.0,False,False,False,True,17.0,False,0.0,False,bon,1020,Appartement,Brussels,Brussels
18845,False,259000.0,2.0,136.0,True,False,False,False,0.0,False,0.0,False,bon,3800,Maison,Limburg,Region Flanders
18846,False,335000.0,3.0,200.0,True,False,False,True,24.0,False,0.0,False,excellentétat,2230,Maison,Antwerp,Region Flanders
18847,False,298000.0,2.0,91.0,True,False,False,True,10.0,False,0.0,False,excellentétat,2500,Appartement,Antwerp,Region Flanders
18848,False,405000.0,2.0,95.0,True,False,False,True,42.0,False,0.0,False,excellentétat,2500,Appartement,Antwerp,Region Flanders
18849,False,242000.0,1.0,61.0,True,False,False,True,26.0,False,0.0,False,bon,2500,Appartement,Antwerp,Region Flanders
18850,False,420000.0,3.0,175.0,True,False,False,True,28.0,False,0.0,False,excellentétat,2500,Rez-de-chaussée,Antwerp,Region Flanders
18851,False,280000.0,3.0,103.0,True,False,False,True,8.0,False,0.0,False,excellentétat,2500,Appartement,Antwerp,Region Flanders
18852,False,210000.0,1.0,160.50541498310923,True,False,False,False,0.0,False,0.0,False,bon,2850,Rez-de-chaussée,Antwerp,Region Flanders
18853,False,273200.0,2.0,90.0,True,False,False,True,20.0,False,0.0,False,excellentétat,2900,Appartement,Antwerp,Region Flanders
18854,False,199000.0,3.0,136.0,True,False,False,True,17.0,True,570.0,False,àrafraîchir,6200,Maison,Hainaut,Region Walloonie
18855,False,259000.0,6.0,189.0,True,False,False,True,24.0,True,325.0,False,bon,6060,Maison,Hainaut,Region Walloonie
18856,False,249000.0,3.0,141.0,True,False,False,True,17.0,True,59.0,False,bon,7100,Maison,Walloon Region,Region Walloonie
18857,False,163000.0,2.0,96.0,True,False,False,True,10.0,True,1761.0,False,bon,2400,Appartement,Antwerp,Region Flanders
18858,False,182000.0,2.0,160.50541498310923,True,False,False,True,24.0,False,0.0,False,bon,8470,Appartement,Walloon Region,Region Walloonie
18859,False,259000.0,2.0,110.0,True,False,False,False,0.0,True,640.0,False,excellentétat,4682,Maison,Liège,Region Walloonie
18860,False,250000.0,3.0,148.0,True,False,True,False,0.0,True,200.0,False,bon,4000,Maisonbel-étage,Liège,Region Walloonie
18861,False,260000.0,1.0,62.0,True,False,False,True,7.0,False,0.0,False,bon,1000,Appartement,Brussels,Brussels
18862,False,199000.0,3.0,136.0,False,False,False,False,0.0,True,50.0,False,àrénover,3800,Maison,Limburg,Region Flanders
18863,False,285000.0,3.0,162.0,True,False,False,False,0.0,True,50.0,False,àrafraîchir,2180,Maison,Antwerp,Region Flanders
18864,False,585000.0,3.0,195.0,True,False,False,True,30.0,True,550.0,False,àrafraîchir,2900,Maison,Antwerp,Region Flanders
18865,False,255000.0,5.0,160.0,True,False,True,False,0.0,True,50.0,False,àrafraîchir,4430,Maison,Liège,Region Walloonie
18866,False,355000.0,3.0,105.0,True,False,True,True,17.0,True,0.0,False,bon,2980,Maison,Antwerp,Region Flanders
18867,False,385000.0,2.0,155.0,True,False,False,True,35.0,True,413.0,False,bon,1910,Maison,Flemish Brabant,Region Flanders
18868,False,49000.0,2.0,80.0,True,False,False,True,10.0,False,0.0,False,bon,6001,Maison,Hainaut,Region Walloonie
18869,False,200000.0,3.0,150.0,True,False,False,True,30.0,False,0.0,False,bon,6230,Maison,Hainaut,Region Walloonie
18870,False,515000.0,3.0,188.0,True,False,False,True,24.0,False,0.0,False,excellentétat,2382,Maison,Antwerp,Region Flanders
18871,False,119800.0,1.0,20.0,True,True,False,True,10.0,False,0.0,False,bon,2018,Logementétudiant,Antwerp,Region Flanders
18872,False,159000.0,2.0,73.0,True,False,False,True,14.0,False,0.0,False,àrénover,1070,Appartement,Brussels,Brussels
18873,False,397000.0,3.0,160.0,True,False,True,True,21.0,True,300.0,False,àrafraîchir,2845,Maison,Antwerp,Region Flanders
18874,False,175000.0,1.0,67.0,True,False,False,True,3.0,False,0.0,False,fraîchementrénové,2660,Appartement,Antwerp,Region Flanders
18875,False,499000.0,5.0,160.50541498310923,True,False,False,True,24.0,False,0.0,False,bon,3945,Maison,Limburg,Region Flanders
18876,False,549000.0,4.0,196.0,True,False,False,True,24.0,True,50.0,False,bon,2040,Maison,Antwerp,Region Flanders
18877,False,285000.0,3.0,157.0,True,False,False,True,17.0,False,0.0,False,bon,4671,Maison,Liège,Region Walloonie
18878,False,254500.0,2.0,99.0,True,False,False,True,12.0,False,0.0,False,bon,2140,Appartement,Antwerp,Region Flanders
18879,False,349000.0,3.0,140.0,True,False,False,True,15.0,False,0.0,False,fraîchementrénové,2800,Appartement,Antwerp,Region Flanders
18880,False,349000.0,3.0,140.0,True,False,False,True,15.0,False,0.0,False,bon,2800,Duplex,Antwerp,Region Flanders
18881,False,210000.0,1.0,60.0,True,False,False,False,0.0,False,0.0,False,bon,2620,Rez-de-chaussée,Antwerp,Region Flanders
18882,False,475000.0,2.0,144.0,True,False,True,False,0.0,True,50.0,False,bon,2960,Maison,Antwerp,Region Flanders
18883,False,180000.0,4.0,150.0,True,False,False,True,20.0,True,100.0,False,àrafraîchir,1430,Maison,Walloon Brabant,Region Walloonie
18884,False,285000.0,2.0,120.0,True,False,False,False,0.0,True,125.0,False,fraîchementrénové,2900,Maison,Antwerp,Region Flanders
18885,False,249000.0,4.0,160.0,True,False,False,True,24.0,False,0.0,False,bon,2300,Maison,Antwerp,Region Flanders
18886,False,179900.0,2.0,95.0,True,False,False,False,0.0,False,0.0,False,àrafraîchir,2030,Appartement,Antwerp,Region Flanders
18887,False,279000.0,2.0,90.0,True,False,True,True,10.0,False,0.0,False,bon,2610,Appartement,Antwerp,Region Flanders
18888,False,568000.0,2.0,171.0,True,False,False,True,21.0,False,0.0,False,excellentétat,1300,Immeuble,Walloon Brabant,Region Walloonie
18889,False,269000.0,2.0,115.0,True,False,False,True,17.0,True,0.0,False,àrénover,2560,Maison,Antwerp,Region Flanders
18890,False,330000.0,3.0,129.0,True,False,False,True,20.0,True,200.0,False,excellentétat,6890,Maison,Luxembourg,Region Walloonie
18891,False,389000.0,4.0,167.0,True,False,False,True,24.0,True,1000.0,False,excellentétat,6840,Maison,Luxembourg,Region Walloonie
18892,False,129000.0,3.0,90.0,True,True,False,True,10.0,True,130.0,False,àrénover,6040,Maison,Hainaut,Region Walloonie
18893,False,162000.0,1.0,59.0,False,False,False,True,21.0,True,33.0,False,excellentétat,7900,Appartement,Walloon Region,Region Walloonie
18894,False,169000.0,1.0,59.0,False,False,False,True,14.0,True,35.0,False,excellentétat,7900,Appartement,Walloon Region,Region Walloonie
18895,False,245000.0,5.0,190.0,True,False,False,True,41.0,False,0.0,False,fraîchementrénové,6041,Maison,Hainaut,Region Walloonie
18896,False,150000.0,2.0,70.0,True,False,False,True,10.0,False,0.0,False,bon,7000,Appartement,Walloon Region,Region Walloonie
18897,False,429000.0,3.0,160.50541498310923,True,False,False,False,0.0,True,50.0,False,excellentétat,3202,Maison,Flemish Region,Region Flanders
18898,False,370000.0,4.0,187.0,True,False,False,True,25.0,True,50.0,False,bon,2430,Maison,Antwerp,Region Flanders
18899,False,280000.0,3.0,152.0,True,False,False,True,16.0,True,693.0,False,àrafraîchir,1457,Maison,Walloon Brabant,Region Walloonie
18900,False,425000.0,2.0,117.0,True,False,True,True,17.0,False,0.0,False,àrafraîchir,1410,Maison,Walloon Brabant,Region Walloonie
18901,False,435000.0,4.0,160.50541498310923,True,False,False,False,0.0,False,0.0,False,bon,3660,Maison,Limburg,Region Flanders
18902,False,346000.0,4.0,168.0,True,False,False,True,21.0,True,50.0,False,fraîchementrénové,3272,Maison,Flemish Region,Region Flanders
18903,False,349000.0,4.0,168.0,True,False,False,True,21.0,True,50.0,False,excellentétat,3272,Maison,Flemish Region,Region Flanders
18904,False,735000.0,4.0,160.0,True,False,True,True,24.0,True,450.0,False,excellentétat,1420,Villa,Walloon Brabant,Region Walloonie
18905,False,200000.0,2.0,181.0,False,False,False,False,0.0,True,113.0,False,àrénover,1480,Maison,Walloon Brabant,Region Walloonie
18906,False,304000.0,3.0,138.0,True,False,False,True,16.0,True,50.0,False,excellentétat,2400,Duplex,Antwerp,Region Flanders
18907,False,120000.0,2.0,115.0,True,False,False,False,0.0,False,0.0,False,fraîchementrénové,7860,Maison,Walloon Region,Region Walloonie
18908,False,145000.0,1.0,65.0,True,False,False,True,10.0,False,0.0,False,bon,1090,Appartement,Brussels,Brussels
18909,False,399000.0,3.0,157.0,True,False,False,True,24.0,False,0.0,False,bon,2870,Appartement,Antwerp,Region Flanders
18910,False,295000.0,3.0,165.0,True,False,False,False,0.0,False,0.0,False,àrafraîchir,2100,Maison,Antwerp,Region Flanders
18911,False,145000.0,3.0,160.50541498310923,False,False,False,False,0.0,False,0.0,False,bon,6250,Maison,Hainaut,Region Walloonie
18912,False,179000.0,1.0,67.0,True,False,False,True,3.0,False,0.0,False,fraîchementrénové,2660,Appartement,Antwerp,Region Flanders
18913,False,290000.0,4.0,160.50541498310923,True,False,False,True,24.0,False,0.0,False,excellentétat,6600,Maison,Luxembourg,Region Walloonie
18914,False,69000.0,2.0,65.0,False,False,False,False,0.0,False,0.0,False,àrénover,6000,Appartement,Hainaut,Region Walloonie
18915,False,309500.0,4.0,160.0,True,False,False,False,0.0,False,0.0,False,bon,9000,Maison,East Flanders,Region Flanders
18916,False,139000.0,4.0,153.0,True,False,False,False,0.0,False,0.0,False,àrénover,3890,Maison,Limburg,Region Flanders
18917,False,165000.0,2.0,80.0,True,False,False,True,3.0,False,0.0,False,àrafraîchir,2170,Appartement,Antwerp,Region Flanders
18918,False,165000.0,1.0,77.0,True,False,False,True,10.0,False,0.0,False,bon,2170,Appartement,Antwerp,Region Flanders
18919,False,195000.0,2.0,80.0,True,False,False,True,10.0,False,0.0,False,bon,3600,Appartement,Limburg,Region Flanders
18920,False,199000.0,2.0,93.0,False,False,False,False,0.0,False,0.0,False,excellentétat,4020,Appartement,Liège,Region Walloonie
18921,False,299000.0,3.0,160.0,True,False,False,False,0.0,False,0.0,False,excellentétat,4020,Appartement,Liège,Region Walloonie
18922,False,155000.0,1.0,75.0,True,False,False,True,35.0,False,0.0,False,àrénover,2170,Studio,Antwerp,Region Flanders
18923,False,199000.0,1.0,64.0,True,False,False,True,18.0,False,0.0,False,bon,2550,Appartementdeservice,Antwerp,Region Flanders
18924,False,199000.0,1.0,64.0,True,False,False,True,18.0,False,0.0,False,bon,2550,Appartement,Antwerp,Region Flanders
18925,False,299000.0,3.0,122.0,True,False,False,True,4.0,False,0.0,False,excellentétat,6790,Appartement,Luxembourg,Region Walloonie
18926,False,280000.0,3.0,124.0,False,False,False,True,15.0,False,0.0,False,àrénover,1000,Appartement,Brussels,Brussels
18927,False,240000.0,3.0,150.0,True,False,False,True,50.0,True,50.0,False,bon,4680,Maison,Liège,Region Walloonie
18928,False,325000.0,3.0,180.0,True,False,False,False,0.0,True,35.0,False,bon,2600,Immeublemixte,Antwerp,Region Flanders
18929,False,289000.0,1.0,88.0,True,False,False,True,10.0,False,0.0,False,excellentétat,1300,Penthouse,Walloon Brabant,Region Walloonie
18930,False,279000.0,1.0,82.0,True,False,False,True,10.0,False,0.0,False,excellentétat,1300,Appartement,Walloon Brabant,Region Walloonie
18931,False,465000.0,3.0,185.0,True,False,False,True,24.0,True,700.0,False,bon,1410,Maison,Walloon Brabant,Region Walloonie
18932,False,395000.0,2.0,92.0,True,False,False,True,10.0,False,0.0,False,bon,3140,Rez-de-chaussée,Flemish Region,Region Flanders
18933,False,385000.0,2.0,120.0,True,False,False,False,0.0,False,0.0,False,bon,2018,Appartement,Antwerp,Region Flanders
18934,False,195000.0,2.0,100.0,True,False,False,False,0.0,False,0.0,False,excellentétat,6870,Maison,Luxembourg,Region Walloonie
18935,False,165000.0,3.0,89.0,True,False,False,False,0.0,False,0.0,False,bon,8900,Appartement,Walloon Region,Region Walloonie
18936,False,339000.0,2.0,109.0,True,False,False,True,12.0,False,0.0,False,excellentétat,2900,Appartement,Antwerp,Region Flanders
18937,False,475000.0,5.0,160.50541498310923,True,False,False,True,24.0,False,0.0,False,àrafraîchir,1785,Maison,Flemish Brabant,Region Flanders
18938,False,217000.0,2.0,167.0,True,False,False,True,10.0,False,0.0,False,excellentétat,7700,Maison,Walloon Region,Region Walloonie
18939,False,799000.0,3.0,190.0,True,False,False,True,32.0,False,0.0,False,bon,1030,Penthouse,Brussels,Brussels
18940,False,259000.0,2.0,108.0,True,False,False,False,0.0,False,0.0,False,excellentétat,4020,Appartement,Liège,Region Walloonie
18941,False,185000.0,2.0,131.0,True,False,False,False,0.0,True,50.0,False,àrestaurer,2223,Maison,Antwerp,Region Flanders
18942,False,299500.0,2.0,85.0,True,False,False,True,10.0,False,0.0,False,bon,8000,Appartement,Walloon Region,Region Walloonie
18943,False,489000.0,3.0,180.0,True,False,True,True,20.0,True,300.0,False,bon,2950,Maison,Antwerp,Region Flanders
18944,False,275500.0,3.0,200.0,False,False,False,True,24.0,True,95.0,False,bon,4190,Maison,Liège,Region Walloonie
18945,False,162000.0,2.0,110.0,True,False,False,True,30.0,True,200.0,False,excellentétat,7390,Maison,Walloon Region,Region Walloonie
18946,False,299000.0,3.0,123.0,True,False,False,True,41.0,True,0.0,False,àrénover,4041,Maisonbel-étage,Liège,Region Walloonie
18947,False,249000.0,3.0,110.0,True,False,False,False,0.0,True,52.0,False,bon,2850,Maison,Antwerp,Region Flanders
18948,False,295000.0,3.0,125.0,True,False,False,True,50.0,False,0.0,False,bon,1480,Maison,Walloon Brabant,Region Walloonie
18949,False,239000.0,2.0,70.0,True,False,False,True,5.0,False,0.0,False,fraîchementrénové,2170,Appartement,Antwerp,Region Flanders
18950,False,335000.0,2.0,129.0,True,False,False,False,0.0,True,110.0,False,bon,2610,Maison,Antwerp,Region Flanders
18951,False,495000.0,3.0,160.50541498310923,True,False,False,False,0.0,True,50.0,False,bon,2550,Maison,Antwerp,Region Flanders
18952,False,462000.0,2.0,122.0,True,False,False,True,26.0,False,0.0,False,fraîchementrénové,2070,Appartement,Antwerp,Region Flanders
18953,False,407450.0,2.0,94.0,True,False,False,True,23.0,True,70.0,False,excellentétat,2070,Appartement,Antwerp,Region Flanders
18954,False,434500.0,3.0,118.0,True,False,False,True,19.0,False,0.0,False,bon,2070,Appartement,Antwerp,Region Flanders
18955,False,412500.0,2.0,101.0,True,False,False,True,35.0,False,0.0,False,excellentétat,2070,Appartement,Antwerp,Region Flanders
18956,False,110000.0,2.0,127.0,True,False,False,True,17.0,False,0.0,False,bon,7331,Maison,Walloon Region,Region Walloonie
18957,False,335000.0,3.0,160.0,True,False,False,True,22.0,False,0.0,False,excellentétat,2650,Maison,Antwerp,Region Flanders
18958,False,210000.0,2.0,91.0,True,False,False,True,17.0,False,0.0,False,bon,2610,Appartement,Antwerp,Region Flanders
18959,False,281200.0,2.0,116.0,True,False,False,True,9.0,False,0.0,False,àrénover,2845,Appartement,Antwerp,Region Flanders
