,to_rent,price,number_of_rooms,living_area,fully_equipped_kitchen,furnished,open_fire,terrace,area_of_the_terrace,garden,area_of_the_garden,swimming_pool,state_of_the_building,zipcode,type,region,region_be
2379,True,850.0,2.0,73.0,True,False,False,False,0.0,True,50.0,False,excellentétat,1390,Duplex,Walloon Brabant,Region Walloonie
2380,True,850.0,2.0,85.0,True,False,False,True,10.0,False,0.0,False,excellentétat,2440,Appartement,Antwerp,Region Flanders
2381,True,800.0,2.0,85.0,True,False,False,True,14.0,False,0.0,False,excellentétat,8800,Appartement,Walloon Region,Region Walloonie
2382,True,890.0,3.0,180.0,True,False,False,False,0.0,True,50.0,False,excellentétat,4877,Maison,Liège,Region Walloonie
2383,True,850.0,2.0,80.0,True,False,False,False,0.0,True,39.0,False,bon,8400,Appartement,Walloon Region,Region Walloonie
2384,True,795.0,1.0,160.50541498310923,True,True,False,True,6.0,False,0.0,False,excellentétat,1300,Appartement,Walloon Brabant,Region Walloonie
2385,True,1500.0,2.0,127.0,True,False,False,True,4.0,False,0.0,False,excellentétat,1040,Appartement,Brussels,Brussels
2386,True,1300.0,2.0,100.0,True,False,False,True,30.0,False,0.0,False,excellentétat,1150,Duplex,Brussels,Brussels
2387,True,615.0,2.0,121.0,True,False,False,False,0.0,False,0.0,False,bon,6730,Duplex,Luxembourg,Region Walloonie
2388,True,830.0,1.0,85.0,True,False,False,True,10.0,False,0.0,False,bon,1348,Appartement,Walloon Brabant,Region Walloonie
2389,True,900.0,3.0,102.0,True,False,False,True,18.0,False,0.0,False,fraîchementrénové,1400,Appartement,Walloon Brabant,Region Walloonie
2390,True,1399.0,1.0,160.50541498310923,True,True,False,True,17.0,False,0.0,False,excellentétat,1140,Appartement,Brussels,Brussels
2391,True,810.0,2.0,85.0,True,False,False,True,9.0,False,0.0,False,fraîchementrénové,4900,Appartement,Liège,Region Walloonie
2392,True,900.0,2.0,86.0,True,False,False,True,8.0,True,150.0,False,fraîchementrénové,7060,Appartement,Walloon Region,Region Walloonie
2393,True,1800.0,3.0,160.0,True,False,False,False,0.0,True,1.0,False,bon,5340,Maison,Namur,Region Walloonie
2394,True,1200.0,2.0,105.0,True,False,False,True,34.0,False,0.0,False,excellentétat,8200,Appartement,Walloon Region,Region Walloonie
2395,True,1950.0,4.0,163.0,True,False,False,True,24.0,False,0.0,False,excellentétat,8300,Maison,Walloon Region,Region Walloonie
2396,True,1300.0,3.0,131.0,True,False,False,True,17.0,False,0.0,False,bon,4141,Maison,Liège,Region Walloonie
2397,True,720.0,2.0,160.50541498310923,True,False,False,False,0.0,False,0.0,False,bon,8470,Appartement,Walloon Region,Region Walloonie
2398,True,1250.0,2.0,77.0,True,False,False,True,12.0,False,0.0,False,excellentétat,1160,Appartement,Brussels,Brussels
2399,True,1250.0,2.0,120.0,True,False,True,False,0.0,False,0.0,False,excellentétat,1000,Appartement,Brussels,Brussels
2400,True,900.0,3.0,150.0,True,False,False,True,18.0,False,0.0,False,fraîchementrénové,6990,Appartement,Luxembourg,Region Walloonie
2401,True,715.0,1.0,65.0,True,False,False,True,10.0,False,0.0,False,excellentétat,2320,Appartement,Antwerp,Region Flanders
2402,True,1200.0,3.0,189.0,True,False,False,True,30.0,True,20.0,False,excellentétat,5030,Maison,Namur,Region Walloonie
2403,True,850.0,3.0,140.0,True,False,False,True,17.0,False,0.0,False,bon,8400,Duplex,Walloon Region,Region Walloonie
2404,True,750.0,3.0,147.0,True,False,False,True,17.0,False,0.0,False,bon,8510,Maison,Walloon Region,Region Walloonie
2405,True,762.0,1.0,65.0,True,False,False,True,17.0,False,0.0,True,bon,2550,Appartementdeservice,Antwerp,Region Flanders
2406,True,762.0,1.0,160.50541498310923,True,False,False,True,24.0,True,50.0,True,bon,2550,Appartementdeservice,Antwerp,Region Flanders
2407,True,720.0,1.0,50.0,True,False,False,True,15.0,False,0.0,True,bon,2550,Appartementdeservice,Antwerp,Region Flanders
2408,True,1250.0,2.0,100.0,True,False,False,True,4.0,True,500.0,False,àrafraîchir,2000,Appartement,Antwerp,Region Flanders
2409,True,1050.0,2.0,95.0,True,False,False,True,4.0,False,0.0,False,excellentétat,2000,Appartement,Antwerp,Region Flanders
2410,True,1075.0,3.0,125.0,True,False,False,True,3.0,False,0.0,False,bon,2018,Appartement,Antwerp,Region Flanders
2411,True,1500.0,2.0,100.0,True,False,False,True,21.0,False,0.0,False,fraîchementrénové,2000,Loft,Antwerp,Region Flanders
2412,True,750.0,2.0,99.0,True,False,False,True,5.0,False,0.0,False,excellentétat,4102,Appartement,Liège,Region Walloonie
2413,True,850.0,3.0,139.0,True,False,False,False,0.0,False,0.0,False,excellentétat,4000,Appartement,Liège,Region Walloonie
2414,True,545.0,1.0,57.0,True,False,False,False,0.0,False,0.0,False,bon,9200,Studio,East Flanders,Region Flanders
2415,True,810.0,2.0,100.0,True,False,False,True,17.0,False,0.0,False,bon,8400,Appartement,Walloon Region,Region Walloonie
2416,True,550.0,1.0,40.0,True,False,False,False,0.0,False,0.0,False,bon,4000,Appartement,Liège,Region Walloonie
2417,True,450.0,1.0,48.0,True,False,False,False,0.0,False,0.0,False,bon,4800,Appartement,Liège,Region Walloonie
2418,True,720.0,2.0,75.0,True,False,False,True,10.0,False,0.0,False,excellentétat,7050,Appartement,Walloon Region,Region Walloonie
2419,True,460.0,1.0,42.0,True,False,False,True,6.0,False,0.0,False,bon,5555,Appartement,Namur,Region Walloonie
2420,True,750.0,2.0,75.0,True,False,False,True,20.0,False,0.0,False,fraîchementrénové,4130,Appartement,Liège,Region Walloonie
2421,True,675.0,1.0,58.0,True,False,False,True,5.0,False,0.0,False,excellentétat,4920,Appartement,Liège,Region Walloonie
2422,True,750.0,3.0,160.50541498310923,True,False,False,False,0.0,False,0.0,False,bon,8500,Appartement,Walloon Region,Region Walloonie
2423,True,700.0,2.0,160.50541498310923,True,False,False,False,0.0,False,0.0,False,bon,7370,Maison,Walloon Region,Region Walloonie
2424,True,1350.0,2.0,91.0,True,True,False,False,0.0,False,0.0,False,excellentétat,1000,Appartement,Brussels,Brussels
2425,True,900.0,2.0,85.0,True,False,False,True,10.0,False,0.0,False,bon,9040,Appartement,East Flanders,Region Flanders
2426,True,610.0,1.0,64.0,True,False,False,False,0.0,False,0.0,False,bon,9700,Appartement,East Flanders,Region Flanders
2427,True,750.0,2.0,75.0,True,False,False,False,0.0,False,0.0,False,fraîchementrénové,1480,Appartement,Walloon Brabant,Region Walloonie
2428,True,750.0,1.0,65.0,True,False,False,False,0.0,False,0.0,False,excellentétat,2600,Duplex,Antwerp,Region Flanders
2429,True,1150.0,1.0,60.0,True,True,False,True,8.0,False,0.0,False,excellentétat,1000,Appartement,Brussels,Brussels
2430,True,725.0,2.0,90.0,True,False,False,True,12.0,True,0.0,False,excellentétat,9520,Appartement,East Flanders,Region Flanders
2431,True,625.0,2.0,65.0,True,False,False,False,0.0,False,0.0,False,bon,9660,Appartement,East Flanders,Region Flanders
2432,True,980.0,4.0,192.0,False,False,False,False,0.0,False,0.0,False,àrénover,9700,Maison,East Flanders,Region Flanders
2433,True,950.0,1.0,72.0,True,True,False,True,11.0,False,0.0,False,fraîchementrénové,1348,Rez-de-chaussée,Walloon Brabant,Region Walloonie
2434,True,600.0,1.0,45.0,True,False,False,True,25.0,False,0.0,False,bon,7000,Appartement,Walloon Region,Region Walloonie
2435,True,650.0,3.0,90.0,True,False,False,False,0.0,False,0.0,False,àrénover,7322,Appartement,Walloon Region,Region Walloonie
2436,True,715.0,2.0,160.50541498310923,True,False,False,True,24.0,False,0.0,False,excellentétat,7903,Maison,Walloon Region,Region Walloonie
2437,True,1050.0,2.0,97.0,True,False,False,True,24.0,False,0.0,False,àrénover,6280,Appartement,Hainaut,Region Walloonie
2438,True,850.0,1.0,60.0,True,False,False,True,10.0,True,150.0,False,excellentétat,1700,Appartement,Flemish Brabant,Region Flanders
2439,True,760.0,2.0,107.0,True,False,False,True,17.0,False,0.0,False,excellentétat,5000,Appartement,Namur,Region Walloonie
2440,True,650.0,1.0,70.0,True,False,False,True,10.0,False,0.0,False,excellentétat,5000,Duplex,Namur,Region Walloonie
2441,True,900.0,2.0,91.0,True,False,False,True,10.0,False,0.0,False,excellentétat,2800,Appartement,Antwerp,Region Flanders
2442,True,895.0,2.0,95.0,True,False,False,True,10.0,False,0.0,False,bon,1880,Appartement,Flemish Brabant,Region Flanders
2443,True,1450.0,1.0,65.0,True,True,False,False,0.0,False,0.0,False,excellentétat,1050,Appartement,Brussels,Brussels
2444,True,1250.0,1.0,55.0,True,True,False,True,6.0,False,0.0,False,excellentétat,1950,Appartement,Flemish Brabant,Region Flanders
2445,True,895.0,2.0,81.0,True,False,False,False,0.0,False,0.0,False,bon,9000,Appartement,East Flanders,Region Flanders
2446,True,765.0,1.0,70.0,True,False,False,True,5.0,False,0.0,False,excellentétat,9120,Appartement,East Flanders,Region Flanders
2447,True,1500.0,2.0,125.0,True,False,False,True,75.0,False,0.0,False,excellentétat,1950,Duplex,Flemish Brabant,Region Flanders
2448,True,800.0,1.0,72.0,True,True,False,False,0.0,False,0.0,False,excellentétat,1030,Appartement,Brussels,Brussels
2449,True,720.0,2.0,78.0,True,False,False,True,10.0,False,0.0,False,bon,9000,Appartement,East Flanders,Region Flanders
2450,True,725.0,2.0,101.0,True,False,False,False,0.0,False,0.0,False,bon,8210,Loft,Walloon Region,Region Walloonie
2451,True,750.0,2.0,75.0,True,False,False,False,0.0,False,0.0,False,bon,8400,Appartement,Walloon Region,Region Walloonie
2452,True,495.0,1.0,48.0,True,False,False,True,10.0,False,0.0,False,bon,5530,Appartement,Namur,Region Walloonie
2453,True,950.0,3.0,152.0,True,False,False,True,24.0,False,0.0,False,bon,8020,Maison,Walloon Region,Region Walloonie
2454,True,750.0,2.0,84.0,True,False,False,True,10.0,False,0.0,False,excellentétat,8020,Appartement,Walloon Region,Region Walloonie
2455,True,910.0,2.0,105.0,True,False,False,False,0.0,False,0.0,False,excellentétat,1981,Maison,Flemish Brabant,Region Flanders
2456,True,650.0,1.0,40.0,True,False,False,False,0.0,False,0.0,False,bon,1780,Appartement,Flemish Brabant,Region Flanders
2457,True,675.0,1.0,75.0,True,False,False,True,3.0,False,0.0,False,excellentétat,1785,Appartement,Flemish Brabant,Region Flanders
2458,True,1450.0,3.0,190.0,True,False,False,True,24.0,False,0.0,False,excellentétat,5310,Maison,Namur,Region Walloonie
2459,True,740.0,1.0,60.0,True,False,False,False,0.0,False,0.0,False,excellentétat,2018,Appartement,Antwerp,Region Flanders
2460,True,950.0,2.0,83.0,True,False,False,False,0.0,False,0.0,False,excellentétat,3800,Duplex,Limburg,Region Flanders
2461,True,850.0,3.0,119.0,True,False,False,True,17.0,False,0.0,False,bon,4000,Appartement,Liège,Region Walloonie
