,to_rent,price,number_of_rooms,living_area,fully_equipped_kitchen,furnished,open_fire,terrace,area_of_the_terrace,garden,area_of_the_garden,swimming_pool,state_of_the_building,zipcode,type,region,region_be,price_perm2
7243,False,215000.0,3.0,104.0,True,False,False,True,28.0,False,0.0,False,excellentétat,1400,Appartement,Walloon Brabant,Region Walloonie,2067.3076923076924
7244,False,528000.0,5.0,175.0,True,False,False,True,15.0,True,50.0,False,bon,1420,Villa,Walloon Brabant,Region Walloonie,3017.1428571428573
7245,False,235000.0,4.0,160.50541498310923,True,False,True,False,0.0,True,150.0,False,fraîchementrénové,4100,Maison,Liège,Region Walloonie,1464.1250578663044
7246,False,310000.0,4.0,154.0,True,False,False,True,24.0,False,0.0,False,bon,8500,Appartement,Walloon Region,Region Walloonie,2012.987012987013
7247,False,115000.0,2.0,100.0,True,False,False,False,0.0,False,0.0,False,àrafraîchir,6000,Appartement,Hainaut,Region Walloonie,1150.0
7248,False,204000.0,1.0,52.0,True,False,False,True,9.0,True,9.0,False,excellentétat,2500,Appartement,Antwerp,Region Flanders,3923.076923076923
7249,False,299000.0,2.0,82.0,True,False,False,True,8.0,True,8.0,False,excellentétat,2500,Appartement,Antwerp,Region Flanders,3646.3414634146343
7250,False,299000.0,2.0,79.0,True,False,False,True,11.0,True,11.0,False,excellentétat,2500,Appartement,Antwerp,Region Flanders,3784.8101265822784
7251,False,209000.0,1.0,49.0,True,False,False,True,4.0,True,4.0,False,excellentétat,2500,Studio,Antwerp,Region Flanders,4265.306122448979
7252,False,98000.0,3.0,99.0,True,False,False,False,0.0,True,410.0,False,bon,5560,Appartement,Namur,Region Walloonie,989.89898989899
7253,False,175000.0,2.0,65.0,False,False,False,True,10.0,False,0.0,False,bon,1020,Appartement,Brussels,Brussels,2692.3076923076924
7254,False,149000.0,3.0,102.0,True,False,False,True,17.0,False,0.0,False,bon,6183,Maison,Hainaut,Region Walloonie,1460.7843137254902
7255,False,175000.0,3.0,163.0,True,False,False,True,24.0,False,0.0,False,bon,7160,Maison,Walloon Region,Region Walloonie,1073.6196319018404
7256,False,125000.0,3.0,153.0,True,False,False,False,0.0,False,0.0,False,àrafraîchir,7700,Maison,Walloon Region,Region Walloonie,816.9934640522875
7257,False,229000.0,4.0,138.0,True,False,False,True,18.0,True,50.0,False,bon,4000,Maison,Liège,Region Walloonie,1659.4202898550725
7258,False,269000.0,1.0,65.0,True,False,False,True,8.0,True,0.0,False,excellentétat,9230,Appartementdeservice,East Flanders,Region Flanders,4138.461538461538
7259,False,199000.0,2.0,80.0,True,False,False,True,4.0,False,0.0,False,fraîchementrénové,1620,Appartement,Flemish Brabant,Region Flanders,2487.5
7260,False,239000.0,1.0,79.0,True,False,False,False,0.0,False,0.0,False,excellentétat,8970,Appartement,Walloon Region,Region Walloonie,3025.3164556962024
7261,False,174000.0,2.0,83.0,True,False,False,True,10.0,False,0.0,False,bon,3500,Appartement,Limburg,Region Flanders,2096.385542168675
7262,False,274000.0,2.0,96.0,True,False,False,True,10.0,False,0.0,False,excellentétat,2110,Appartement,Antwerp,Region Flanders,2854.1666666666665
7263,False,299000.0,2.0,87.0,True,False,False,True,8.0,False,0.0,False,excellentétat,2880,Appartement,Antwerp,Region Flanders,3436.7816091954023
7264,False,260000.0,2.0,115.0,True,False,False,True,17.0,True,73.0,False,bon,2160,Maison,Antwerp,Region Flanders,2260.8695652173915
7265,False,760000.0,6.0,160.50541498310923,True,False,False,True,18.0,False,0.0,False,bon,1080,Immeuble,Brussels,Brussels,4735.04274033358
7266,False,95000.0,1.0,72.0,True,False,False,False,0.0,False,0.0,False,bon,7160,Appartement,Walloon Region,Region Walloonie,1319.4444444444443
7267,False,225000.0,2.0,93.0,True,False,False,True,10.0,False,0.0,False,excellentétat,6042,Appartement,Hainaut,Region Walloonie,2419.3548387096776
7268,False,180000.0,2.0,90.0,True,False,False,False,0.0,False,0.0,False,excellentétat,6042,Appartement,Hainaut,Region Walloonie,2000.0
7269,False,275000.0,3.0,120.0,True,False,False,True,30.0,False,0.0,False,excellentétat,4053,Appartement,Liège,Region Walloonie,2291.6666666666665
7270,False,152399.0,1.0,50.0,False,False,False,True,8.0,False,0.0,False,excellentétat,4632,Appartement,Liège,Region Walloonie,3047.98
7271,False,230000.0,3.0,165.0,True,False,True,True,24.0,True,50.0,False,bon,7970,Maison,Walloon Region,Region Walloonie,1393.939393939394
7272,False,365000.0,5.0,154.0,True,False,False,True,20.0,False,0.0,False,bon,1315,Maison,Walloon Brabant,Region Walloonie,2370.12987012987
7273,False,208000.0,1.0,69.0,True,False,False,True,6.0,False,0.0,False,excellentétat,5100,Appartement,Namur,Region Walloonie,3014.4927536231885
7274,False,385000.0,5.0,160.50541498310923,True,False,False,False,0.0,False,0.0,False,àrénover,2470,Immeublemixte,Antwerp,Region Flanders,2398.6729671426688
7275,False,199000.0,1.0,65.0,True,False,False,True,8.0,False,0.0,False,excellentétat,3800,Appartement,Limburg,Region Flanders,3061.5384615384614
7276,False,260000.0,2.0,95.0,True,False,False,True,7.0,False,0.0,False,excellentétat,5100,Appartement,Namur,Region Walloonie,2736.842105263158
7277,False,899000.0,6.0,160.50541498310923,True,False,False,True,24.0,False,0.0,False,excellentétat,1930,Immeuble,Flemish Brabant,Region Flanders,5601.057136263011
7278,False,212500.0,2.0,90.0,False,False,False,True,9.0,True,36.0,False,bon,7800,Appartement,Walloon Region,Region Walloonie,2361.1111111111113
7279,False,359500.0,3.0,139.0,False,False,False,True,29.0,False,0.0,False,bon,7800,Appartement,Walloon Region,Region Walloonie,2586.3309352517986
7280,False,120000.0,3.0,54.0,True,True,False,True,10.0,False,0.0,False,bon,5540,Maison,Namur,Region Walloonie,2222.222222222222
7281,False,67500.0,2.0,40.0,True,True,False,True,10.0,False,0.0,False,fraîchementrénové,5542,Maison,Namur,Region Walloonie,1687.5
7282,False,67500.0,2.0,40.0,True,True,False,True,10.0,False,0.0,False,excellentétat,5540,Maison,Namur,Region Walloonie,1687.5
7283,False,768000.0,2.0,145.0,True,False,False,True,94.0,False,0.0,False,àrafraîchir,2970,Appartement,Antwerp,Region Flanders,5296.551724137931
7284,False,249000.0,1.0,72.0,True,False,False,True,10.0,False,0.0,False,excellentétat,1930,Appartementdeservice,Flemish Brabant,Region Flanders,3458.3333333333335
7286,False,399000.0,5.0,150.0,True,False,True,False,0.0,True,50.0,False,bon,4790,Immeublemixte,Liège,Region Walloonie,2660.0
7287,False,110000.0,1.0,43.0,True,False,False,False,0.0,False,0.0,False,fraîchementrénové,4030,Appartement,Liège,Region Walloonie,2558.139534883721
7288,False,205000.0,2.0,96.0,True,False,False,False,0.0,False,0.0,False,bon,2440,Appartement,Antwerp,Region Flanders,2135.4166666666665
7289,False,269000.0,3.0,81.0,True,False,False,True,10.0,False,0.0,False,bon,5030,Appartement,Namur,Region Walloonie,3320.9876543209875
7290,False,550000.0,4.0,160.50541498310923,True,False,False,False,0.0,True,50.0,False,bon,6717,Bienexceptionnel,Luxembourg,Region Walloonie,3426.67566734667
7291,False,299000.0,4.0,150.0,True,False,False,False,0.0,True,500.0,False,excellentétat,5600,Maison,Namur,Region Walloonie,1993.3333333333333
7292,False,219000.0,4.0,150.0,True,False,False,False,0.0,True,500.0,False,excellentétat,5600,Maison,Namur,Region Walloonie,1460.0
7293,False,129000.0,3.0,113.0,True,False,False,True,55.0,True,89.0,True,bon,6440,Maison,Hainaut,Region Walloonie,1141.5929203539822
7294,False,410000.0,4.0,200.0,True,False,False,True,20.0,False,0.0,False,bon,4000,Maison,Liège,Region Walloonie,2050.0
7295,False,79000.0,2.0,85.0,False,False,False,False,0.0,True,11.0,False,àrénover,4420,Maison,Liège,Region Walloonie,929.4117647058823
7296,False,167000.0,1.0,52.0,True,False,False,False,0.0,False,0.0,False,bon,3600,Appartementdeservice,Limburg,Region Flanders,3211.5384615384614
7297,False,199000.0,3.0,123.0,True,False,False,False,0.0,False,0.0,False,àrénover,3581,Maison,Limburg,Region Flanders,1617.8861788617887
7298,False,209000.0,2.0,70.0,True,False,False,False,0.0,False,0.0,False,bon,3500,Appartement,Limburg,Region Flanders,2985.714285714286
7299,False,350000.0,4.0,200.0,True,False,False,True,16.0,True,78.0,False,àrénover,3740,Maison,Limburg,Region Flanders,1750.0
7300,False,182500.0,4.0,95.0,True,False,False,True,35.0,True,300.0,False,fraîchementrénové,6240,Maison,Hainaut,Region Walloonie,1921.0526315789473
7301,False,190000.0,3.0,112.0,True,False,False,True,17.0,False,0.0,False,bon,6900,Maison,Luxembourg,Region Walloonie,1696.4285714285713
7302,False,220000.0,2.0,103.0,True,False,False,True,19.0,False,0.0,False,àrénover,7500,Appartement,Walloon Region,Region Walloonie,2135.9223300970875
7303,False,230000.0,3.0,162.0,True,False,False,True,24.0,True,50.0,False,àrénover,3520,Maison,Limburg,Region Flanders,1419.7530864197531
7304,False,465000.0,3.0,177.0,True,False,False,True,24.0,False,0.0,False,bon,3520,Maison,Limburg,Region Flanders,2627.1186440677966
7305,False,470000.0,3.0,180.0,True,False,False,True,24.0,False,0.0,False,bon,3520,Maison,Limburg,Region Flanders,2611.1111111111113
7306,False,350000.0,8.0,160.50541498310923,True,True,False,False,0.0,False,0.0,False,bon,4020,Logementétudiant,Liège,Region Walloonie,2180.611788311517
7307,False,160000.0,1.0,60.0,True,True,False,False,0.0,False,0.0,False,fraîchementrénové,5000,Appartement,Namur,Region Walloonie,2666.6666666666665
7308,False,159000.0,3.0,170.0,True,False,False,False,0.0,False,0.0,False,àrénover,3850,Maison,Limburg,Region Flanders,935.2941176470588
7309,False,345000.0,3.0,137.0,True,False,False,True,17.0,False,0.0,False,bon,3530,Maison,Limburg,Region Flanders,2518.2481751824816
7310,False,315000.0,4.0,145.0,True,False,False,True,10.0,False,0.0,False,àrénover,1790,Immeublemixte,Flemish Brabant,Region Flanders,2172.4137931034484
7311,False,249500.0,2.0,91.0,True,False,False,True,11.0,False,0.0,False,excellentétat,4050,Appartement,Liège,Region Walloonie,2741.7582417582416
7312,False,529000.0,3.0,198.0,True,False,False,True,24.0,False,0.0,False,bon,2390,Maison,Antwerp,Region Flanders,2671.717171717172
7313,False,385000.0,5.0,175.0,True,False,False,True,12.0,False,0.0,False,bon,2520,Maison,Antwerp,Region Flanders,2200.0
7314,False,425000.0,4.0,160.50541498310923,False,False,False,False,0.0,False,0.0,False,excellentétat,2910,Maison,Antwerp,Region Flanders,2647.8857429496993
7315,False,375000.0,4.0,160.50541498310923,True,False,False,False,0.0,False,0.0,False,bon,3740,Maison,Limburg,Region Flanders,2336.369773190911
7316,False,375000.0,4.0,160.50541498310923,True,False,False,False,0.0,False,0.0,False,excellentétat,3740,Immeublemixte,Limburg,Region Flanders,2336.369773190911
7317,False,395000.0,3.0,190.0,True,False,False,True,50.0,True,200.0,False,excellentétat,7850,Maison,Walloon Region,Region Walloonie,2078.9473684210525
7319,False,139999.0,3.0,109.0,True,False,False,True,17.0,True,54.0,False,bon,7110,Rez-de-chaussée,Walloon Region,Region Walloonie,1284.394495412844
7320,False,525000.0,3.0,175.0,True,False,False,True,75.0,False,0.0,False,bon,7850,Bienexceptionnel,Walloon Region,Region Walloonie,3000.0
7321,False,329000.0,2.0,109.0,True,False,False,True,21.0,False,0.0,False,fraîchementrénové,2180,Appartement,Antwerp,Region Flanders,3018.348623853211
7322,False,175000.0,2.0,70.0,True,False,False,True,6.0,False,0.0,False,excellentétat,2660,Appartement,Antwerp,Region Flanders,2500.0
7323,False,199000.0,4.0,122.0,True,False,False,True,17.0,False,0.0,False,àrafraîchir,6061,Maison,Hainaut,Region Walloonie,1631.1475409836066
7324,False,130000.0,2.0,137.0,False,False,False,True,12.0,False,0.0,False,àrénover,4800,Immeublemixte,Liège,Region Walloonie,948.9051094890511
7325,False,149000.0,4.0,172.0,True,False,False,False,0.0,False,0.0,False,àrafraîchir,6880,Immeuble,Luxembourg,Region Walloonie,866.2790697674419
7326,False,159000.0,3.0,160.50541498310923,True,False,True,True,24.0,False,0.0,False,bon,5555,Immeuble,Namur,Region Walloonie,990.6207838329464
7327,False,199000.0,3.0,185.0,False,False,False,False,0.0,False,0.0,False,àrafraîchir,4800,Immeublemixte,Liège,Region Walloonie,1075.6756756756756
7328,False,178000.0,3.0,118.0,True,False,False,True,17.0,False,0.0,False,bon,8530,Maison,Walloon Region,Region Walloonie,1508.4745762711864
7329,False,129900.0,3.0,126.0,True,False,False,False,0.0,True,130.0,False,àrénover,6061,Maison,Hainaut,Region Walloonie,1030.952380952381
7330,False,315000.0,2.0,80.0,True,False,False,True,20.0,False,0.0,False,àrénover,1420,Bungalow,Walloon Brabant,Region Walloonie,3937.5
7331,False,187500.0,2.0,96.0,True,False,False,True,8.0,False,0.0,False,bon,8530,Appartement,Walloon Region,Region Walloonie,1953.125
7332,False,179000.0,2.0,160.0,True,False,False,True,20.0,True,200.0,False,excellentétat,7120,Immeuble,Walloon Region,Region Walloonie,1118.75
7333,False,420000.0,3.0,114.0,True,False,False,False,0.0,False,0.0,False,bon,9070,Appartement,East Flanders,Region Flanders,3684.2105263157896
7334,False,495000.0,2.0,75.0,True,False,False,True,32.0,False,0.0,False,bon,2000,Appartement,Antwerp,Region Flanders,6600.0
7335,False,229000.0,4.0,120.0,True,False,False,True,23.0,True,35.0,False,excellentétat,7134,Maison,Walloon Region,Region Walloonie,1908.3333333333333
7336,False,430500.0,2.0,135.0,True,False,False,True,31.0,True,50.0,False,excellentétat,2480,Penthouse,Antwerp,Region Flanders,3188.8888888888887
7337,False,119900.0,3.0,109.0,True,False,False,False,0.0,True,300.0,False,àrafraîchir,6030,Maison,Hainaut,Region Walloonie,1100.0
7338,False,448000.0,2.0,117.0,True,False,True,True,18.0,False,0.0,False,excellentétat,2540,Appartement,Antwerp,Region Flanders,3829.059829059829
7339,False,145000.0,3.0,160.50541498310923,True,False,False,True,25.0,False,0.0,False,bon,4030,Immeuble,Liège,Region Walloonie,903.3963123004856
7340,False,150000.0,3.0,137.0,True,False,False,False,0.0,False,0.0,False,bon,7390,Appartement,Walloon Region,Region Walloonie,1094.890510948905
7341,False,199000.0,4.0,160.0,True,False,True,True,9.0,True,100.0,False,bon,4342,Maison,Liège,Region Walloonie,1243.75
7342,False,231168.0,3.0,150.0,False,False,False,True,24.0,True,199.0,False,excellentétat,7700,Maison,Walloon Region,Region Walloonie,1541.12
7343,False,207736.0,3.0,150.0,False,False,False,True,24.0,True,116.0,False,excellentétat,7700,Maison,Walloon Region,Region Walloonie,1384.9066666666668
7344,False,135000.0,4.0,150.0,True,False,False,False,0.0,False,0.0,False,àrénover,4030,Maison,Liège,Region Walloonie,900.0
7346,False,60000.0,1.0,88.0,False,False,False,False,0.0,False,0.0,False,bon,7100,Maison,Walloon Region,Region Walloonie,681.8181818181819
7347,False,295000.0,3.0,170.0,True,False,False,False,0.0,True,50.0,False,bon,1470,Maison,Walloon Brabant,Region Walloonie,1735.2941176470588
7348,False,359000.0,3.0,130.0,True,False,True,True,10.0,False,0.0,False,bon,1400,Maison,Walloon Brabant,Region Walloonie,2761.5384615384614
7349,False,218000.0,1.0,66.0,True,False,False,True,10.0,True,0.0,False,excellentétat,2840,Appartement,Antwerp,Region Flanders,3303.030303030303
7350,False,399000.0,4.0,180.0,True,False,False,True,5.0,False,0.0,False,àrénover,2100,Maison,Antwerp,Region Flanders,2216.6666666666665
7351,False,567200.0,3.0,130.0,True,False,False,True,70.0,False,0.0,False,bon,1410,Penthouse,Walloon Brabant,Region Walloonie,4363.076923076923
7352,False,99000.0,1.0,99.0,False,True,False,True,28.0,True,160.0,False,àrafraîchir,4051,Maison,Liège,Region Walloonie,1000.0
7353,False,155000.0,3.0,175.0,True,False,False,True,25.0,False,0.0,False,fraîchementrénové,5540,Rez-de-chaussée,Namur,Region Walloonie,885.7142857142857
7354,False,199000.0,3.0,87.0,True,False,False,False,0.0,False,0.0,False,bon,3600,Appartement,Limburg,Region Flanders,2287.3563218390805
7355,False,299000.0,2.0,82.0,True,False,False,True,35.0,True,35.0,False,excellentétat,2580,Penthouse,Antwerp,Region Flanders,3646.3414634146343
7356,False,285000.0,2.0,125.0,False,False,False,True,17.0,False,0.0,False,àrénover,2160,Immeublemixte,Antwerp,Region Flanders,2280.0
7357,False,400000.0,3.0,93.0,False,False,False,True,10.0,False,0.0,False,àrénover,4970,Maison,Liège,Region Walloonie,4301.075268817204
7358,False,325000.0,2.0,144.0,True,False,False,True,24.0,False,0.0,False,excellentétat,2260,Appartement,Antwerp,Region Flanders,2256.9444444444443
7359,False,305000.0,2.0,106.0,True,False,False,False,0.0,False,0.0,False,excellentétat,2850,Duplex,Antwerp,Region Flanders,2877.3584905660377
7360,False,219000.0,2.0,80.0,True,False,False,True,8.0,False,0.0,False,fraîchementrénové,2660,Appartement,Antwerp,Region Flanders,2737.5
7361,False,169000.0,3.0,120.0,False,False,False,True,17.0,False,0.0,False,bon,5060,Maison,Namur,Region Walloonie,1408.3333333333333
7362,False,695000.0,2.0,167.0,True,False,False,True,35.0,True,14000.0,False,excellentétat,2930,Rez-de-chaussée,Antwerp,Region Flanders,4161.676646706587
7363,False,99000.0,2.0,150.0,False,False,False,False,0.0,False,0.0,False,àrestaurer,7850,Maison,Walloon Region,Region Walloonie,660.0
7364,False,350000.0,3.0,135.0,True,False,False,False,0.0,False,0.0,False,bon,6000,Immeublemixte,Hainaut,Region Walloonie,2592.5925925925926
7365,False,325000.0,2.0,80.0,True,False,False,True,10.0,False,0.0,False,excellentétat,1200,Appartement,Brussels,Brussels,4062.5
7366,False,166500.0,1.0,80.0,True,False,False,False,0.0,False,0.0,False,bon,8500,Appartement,Walloon Region,Region Walloonie,2081.25
7367,False,230000.0,2.0,103.0,True,False,False,True,5.0,False,0.0,False,excellentétat,1400,Appartement,Walloon Brabant,Region Walloonie,2233.009708737864
7369,False,235000.0,2.0,90.0,True,False,False,False,0.0,False,0.0,False,bon,1020,Rez-de-chaussée,Brussels,Brussels,2611.1111111111113
7370,False,570000.0,2.0,117.0,True,False,False,True,25.0,False,0.0,False,excellentétat,1040,Appartement,Brussels,Brussels,4871.794871794872
7371,False,169000.0,4.0,110.0,True,False,False,False,0.0,False,0.0,False,bon,6041,Maisonbel-étage,Hainaut,Region Walloonie,1536.3636363636363
7372,False,100000.0,2.0,160.50541498310923,True,False,False,False,0.0,False,0.0,False,àrafraîchir,4630,Maison,Liège,Region Walloonie,623.0319395175763
7373,False,267000.0,1.0,80.0,True,False,False,False,0.0,True,0.0,False,excellentétat,2500,Appartement,Antwerp,Region Flanders,3337.5
7374,False,385000.0,3.0,188.0,True,False,False,True,24.0,False,0.0,False,bon,3530,Maison,Limburg,Region Flanders,2047.872340425532
7375,False,385000.0,3.0,186.0,True,False,False,True,24.0,False,0.0,False,bon,3530,Maison,Limburg,Region Flanders,2069.8924731182797
7376,False,110000.0,3.0,149.0,False,False,False,False,0.0,False,0.0,False,àrénover,6040,Maison,Hainaut,Region Walloonie,738.255033557047
7377,False,119000.0,2.0,118.0,True,False,False,False,0.0,False,0.0,False,excellentétat,6030,Maison,Hainaut,Region Walloonie,1008.4745762711865
7378,False,119000.0,2.0,118.0,True,False,False,False,0.0,False,0.0,False,excellentétat,6000,Maison,Hainaut,Region Walloonie,1008.4745762711865
7379,False,125000.0,2.0,107.0,False,False,False,False,0.0,False,0.0,False,àrénover,6182,Maison,Hainaut,Region Walloonie,1168.2242990654206
7380,False,725000.0,3.0,157.0,True,False,False,True,30.0,False,0.0,False,excellentétat,1180,Penthouse,Brussels,Brussels,4617.834394904458
7381,False,164000.0,1.0,55.0,True,False,False,True,8.0,False,0.0,False,bon,1180,Appartement,Brussels,Brussels,2981.818181818182
7382,False,195000.0,3.0,197.0,False,False,False,True,24.0,True,141.0,False,bon,4800,Maison,Liège,Region Walloonie,989.8477157360406
7383,False,345000.0,2.0,130.0,True,False,False,True,20.0,False,0.0,False,bon,1315,Maison,Walloon Brabant,Region Walloonie,2653.846153846154
7384,False,399000.0,3.0,130.0,True,False,False,True,56.0,True,50.0,False,excellentétat,5020,Villa,Namur,Region Walloonie,3069.230769230769
7385,False,140000.0,2.0,147.0,True,False,False,True,17.0,False,0.0,False,bon,7012,Maison,Walloon Region,Region Walloonie,952.3809523809524
7386,False,512000.0,5.0,160.50541498310923,True,False,False,False,0.0,False,0.0,False,bon,3270,Maison,Flemish Region,Region Flanders,3189.9235303299906
7387,False,285000.0,1.0,50.0,True,False,False,True,2.0,False,0.0,False,excellentétat,1348,Appartement,Walloon Brabant,Region Walloonie,5700.0
7388,False,199000.0,3.0,138.0,True,False,False,False,0.0,False,0.0,False,bon,7700,Appartement,Walloon Region,Region Walloonie,1442.0289855072465
7389,False,235000.0,2.0,77.0,True,False,False,False,0.0,True,0.0,False,fraîchementrénové,2220,Penthouse,Antwerp,Region Flanders,3051.948051948052
7390,False,255241.0,2.0,90.0,True,False,False,True,25.0,True,0.0,False,excellentétat,2490,Rez-de-chaussée,Antwerp,Region Flanders,2836.011111111111
7391,False,255241.0,2.0,90.0,True,False,False,True,25.0,True,0.0,False,excellentétat,2490,Rez-de-chaussée,Antwerp,Region Flanders,2836.011111111111
7392,False,499000.0,3.0,130.0,True,False,False,False,0.0,False,0.0,False,bon,5070,Villa,Namur,Region Walloonie,3838.4615384615386
7393,False,570000.0,2.0,117.0,True,False,False,True,25.0,False,0.0,False,excellentétat,1000,Appartement,Brussels,Brussels,4871.794871794872
7394,False,240000.0,3.0,115.0,True,False,True,True,38.0,False,0.0,False,àrénover,6440,Villa,Hainaut,Region Walloonie,2086.9565217391305
7395,False,285000.0,3.0,160.50541498310923,True,False,False,True,20.0,True,150.0,False,bon,3300,Maison,Flemish Region,Region Flanders,1775.6410276250924
7396,False,169000.0,2.0,96.0,True,False,False,True,10.0,False,0.0,False,fraîchementrénové,7700,Appartement,Walloon Region,Region Walloonie,1760.4166666666667
7397,False,110000.0,1.0,33.0,True,False,False,False,0.0,False,0.0,False,excellentétat,3090,Appartementdeservice,Flemish Region,Region Flanders,3333.3333333333335
7398,False,600000.0,5.0,160.50541498310923,True,False,False,False,0.0,False,0.0,False,fraîchementrénové,3350,Maisondecampagne,Flemish Region,Region Flanders,3738.191637105458
7399,False,275000.0,2.0,89.0,True,False,False,True,19.0,False,0.0,False,bon,2980,Appartement,Antwerp,Region Flanders,3089.887640449438
7400,False,235000.0,3.0,100.0,True,False,False,True,17.0,True,265.0,False,àrafraîchir,2390,Maison,Antwerp,Region Flanders,2350.0
7401,False,210000.0,1.0,86.0,True,False,False,True,7.0,False,0.0,False,àrénover,1140,Appartement,Brussels,Brussels,2441.860465116279
7402,False,214950.0,1.0,65.0,True,False,False,True,12.0,False,0.0,False,bon,1831,Appartement,Flemish Brabant,Region Flanders,3306.923076923077
7403,False,335000.0,2.0,140.0,True,False,False,True,12.0,False,0.0,False,bon,2600,Immeublemixte,Antwerp,Region Flanders,2392.8571428571427
7404,False,330000.0,2.0,166.0,True,False,False,True,24.0,False,0.0,False,àrafraîchir,1600,Maison,Flemish Brabant,Region Flanders,1987.9518072289156
7405,False,555000.0,2.0,95.0,True,False,False,True,11.0,False,0.0,False,excellentétat,1180,Appartement,Brussels,Brussels,5842.105263157895
7407,False,249000.0,5.0,160.0,True,False,False,False,0.0,True,30.0,False,àrénover,1420,Appartement,Walloon Brabant,Region Walloonie,1556.25
7408,False,375000.0,2.0,89.0,True,False,False,True,21.0,True,75.0,False,excellentétat,1180,Rez-de-chaussée,Brussels,Brussels,4213.483146067416
7409,False,190000.0,1.0,58.0,True,False,False,True,10.0,False,0.0,False,bon,8560,Appartementdeservice,Walloon Region,Region Walloonie,3275.862068965517
7410,False,155000.0,3.0,130.0,True,False,False,True,17.0,False,0.0,False,excellentétat,6061,Appartement,Hainaut,Region Walloonie,1192.3076923076924
7411,False,320000.0,3.0,120.0,True,False,False,True,30.0,True,325.0,False,fraîchementrénové,4053,Bungalow,Liège,Region Walloonie,2666.6666666666665
7412,False,199000.0,1.0,70.0,True,False,False,True,3.0,False,0.0,False,excellentétat,1620,Appartement,Flemish Brabant,Region Flanders,2842.8571428571427
7413,False,400000.0,3.0,160.50541498310923,True,False,False,True,24.0,False,0.0,False,bon,2830,Maison,Antwerp,Region Flanders,2492.1277580703054
7414,False,135000.0,2.0,70.0,False,False,False,True,25.0,True,0.0,False,àrénover,4030,Maison,Liège,Region Walloonie,1928.5714285714287
7415,False,499000.0,3.0,175.0,True,False,False,True,34.0,True,50.0,False,excellentétat,4960,Maison,Liège,Region Walloonie,2851.4285714285716
7416,False,199000.0,1.0,60.0,True,False,False,True,20.0,False,0.0,False,bon,1800,Appartementdeservice,Flemish Brabant,Region Flanders,3316.6666666666665
7417,False,550000.0,4.0,184.0,True,False,False,False,0.0,True,50.0,False,àrafraîchir,1490,Maison,Walloon Brabant,Region Walloonie,2989.1304347826085
7418,False,550000.0,3.0,185.0,True,False,False,True,29.0,True,50.0,True,excellentétat,4960,Maison,Liège,Region Walloonie,2972.972972972973
7419,False,325000.0,3.0,130.0,True,False,False,False,0.0,True,230.0,False,bon,2180,Maison,Antwerp,Region Flanders,2500.0
7420,False,165000.0,3.0,168.0,True,False,False,False,0.0,False,0.0,False,excellentétat,7340,Maison,Walloon Region,Region Walloonie,982.1428571428571
7421,False,535000.0,3.0,180.0,True,False,False,True,20.0,False,0.0,False,bon,1040,Appartement,Brussels,Brussels,2972.222222222222
7422,False,249000.0,5.0,160.0,True,False,False,False,0.0,True,50.0,False,àrafraîchir,5000,Maison,Namur,Region Walloonie,1556.25
7423,False,199000.0,4.0,162.0,True,False,False,True,24.0,False,0.0,False,àrénover,3800,Maison,Limburg,Region Flanders,1228.3950617283951
7424,False,120000.0,1.0,60.0,True,False,False,False,0.0,False,0.0,False,bon,8900,Appartement,Walloon Region,Region Walloonie,2000.0
7425,False,295000.0,4.0,150.0,True,False,False,True,50.0,True,250.0,False,bon,4350,Maison,Liège,Region Walloonie,1966.6666666666667
7426,False,54900.0,1.0,25.0,False,False,False,False,0.0,True,113.0,False,àrénover,6000,Studio,Hainaut,Region Walloonie,2196.0
7427,False,225000.0,1.0,60.0,True,False,False,False,0.0,False,0.0,False,bon,1210,Appartement,Brussels,Brussels,3750.0
7428,False,180000.0,3.0,130.0,True,False,False,False,0.0,False,0.0,False,àrafraîchir,6940,Maison,Luxembourg,Region Walloonie,1384.6153846153845
7429,False,600000.0,3.0,160.50541498310923,True,False,False,False,0.0,False,0.0,False,bon,7903,Maison,Walloon Region,Region Walloonie,3738.191637105458
7430,False,315200.0,3.0,184.0,True,False,False,False,0.0,False,0.0,False,excellentétat,4650,Duplex,Liège,Region Walloonie,1713.0434782608695
7431,False,120000.0,2.0,71.0,True,False,False,False,0.0,True,30.0,False,bon,6040,Appartement,Hainaut,Region Walloonie,1690.1408450704225
7432,False,342000.0,4.0,150.0,True,True,False,False,0.0,True,300.0,False,bon,4250,Villa,Liège,Region Walloonie,2280.0
7433,False,345000.0,4.0,150.0,True,True,False,False,0.0,True,350.0,False,bon,4250,Villa,Liège,Region Walloonie,2300.0
7434,False,364000.0,4.0,150.0,True,True,False,False,0.0,True,750.0,False,excellentétat,4250,Villa,Liège,Region Walloonie,2426.6666666666665
7435,False,190000.0,2.0,84.0,False,False,False,False,0.0,False,0.0,False,àrafraîchir,5580,Maison,Namur,Region Walloonie,2261.904761904762
7436,False,220000.0,2.0,160.50541498310923,True,False,False,False,0.0,False,0.0,False,excellentétat,7110,Maison,Walloon Region,Region Walloonie,1370.670266938668
7437,False,219000.0,3.0,180.0,False,False,False,False,0.0,False,0.0,False,excellentétat,3970,Maison,Limburg,Region Flanders,1216.6666666666667
