,to_rent,price,number_of_rooms,living_area,fully_equipped_kitchen,furnished,open_fire,terrace,area_of_the_terrace,garden,area_of_the_garden,swimming_pool,state_of_the_building,zipcode,type,region,region_be,price_perm2
3296,True,850.0,2.0,124.0,True,False,False,True,17.0,False,0.0,False,excellentétat,7000,Appartement,Walloon Region,Region Walloonie,6.854838709677419
3297,True,800.0,3.0,100.0,True,False,False,True,4.0,False,0.0,False,excellentétat,7332,Appartement,Walloon Region,Region Walloonie,8.0
3298,True,550.0,1.0,50.0,True,False,False,False,0.0,False,0.0,False,excellentétat,7000,Appartement,Walloon Region,Region Walloonie,11.0
3299,True,580.0,2.0,80.0,True,False,False,True,8.0,False,0.0,False,bon,7034,Appartement,Walloon Region,Region Walloonie,7.25
3300,True,685.0,2.0,76.0,True,False,False,False,0.0,False,0.0,False,bon,2400,Appartement,Antwerp,Region Flanders,9.013157894736842
3301,True,1415.0,2.0,84.0,True,False,False,False,0.0,False,0.0,False,excellentétat,1000,Appartement,Brussels,Brussels,16.845238095238095
3302,True,1415.0,2.0,90.0,True,False,False,False,0.0,False,0.0,False,excellentétat,1000,Appartement,Brussels,Brussels,15.72222222222222
3303,True,850.0,2.0,97.0,True,False,False,True,10.0,False,0.0,False,excellentétat,7012,Appartement,Walloon Region,Region Walloonie,8.762886597938145
3304,True,1000.0,3.0,127.0,True,False,False,True,8.0,False,0.0,False,excellentétat,7012,Appartement,Walloon Region,Region Walloonie,7.874015748031496
3305,True,825.0,2.0,86.0,True,False,False,True,18.0,False,0.0,False,excellentétat,4800,Penthouse,Liège,Region Walloonie,9.593023255813954
3306,True,1500.0,1.0,110.0,True,False,True,False,0.0,False,0.0,False,fraîchementrénové,1050,Appartement,Brussels,Brussels,13.636363636363637
3307,True,1000.0,1.0,51.0,True,False,True,True,3.0,False,0.0,False,fraîchementrénové,1050,Appartement,Brussels,Brussels,19.607843137254903
3308,True,1050.0,1.0,64.0,True,False,True,False,0.0,False,0.0,False,fraîchementrénové,1050,Penthouse,Brussels,Brussels,16.40625
3309,True,700.0,2.0,91.0,True,False,False,True,8.0,False,0.0,False,excellentétat,8870,Appartement,Walloon Region,Region Walloonie,7.6923076923076925
3310,True,800.0,2.0,93.0,True,False,False,True,10.0,False,0.0,False,bon,7090,Appartement,Walloon Region,Region Walloonie,8.602150537634408
3311,True,550.0,2.0,92.0,True,False,False,False,0.0,False,0.0,False,excellentétat,6880,Appartement,Luxembourg,Region Walloonie,5.978260869565218
3312,True,990.0,2.0,55.0,True,False,False,True,5.0,False,0.0,False,bon,1000,Appartement,Brussels,Brussels,18.0
3313,True,790.0,2.0,160.50541498310923,True,False,False,False,0.0,False,0.0,False,bon,2100,Appartement,Antwerp,Region Flanders,4.921952322188853
3314,True,845.0,2.0,160.50541498310923,True,False,False,True,24.0,False,0.0,False,bon,9100,Appartement,East Flanders,Region Flanders,5.26461988892352
3315,True,710.0,2.0,92.0,True,False,False,False,0.0,False,0.0,False,bon,8460,Duplex,Walloon Region,Region Walloonie,7.717391304347826
3316,True,3000.0,3.0,180.0,True,True,False,True,22.0,False,0.0,False,fraîchementrénové,1200,Penthouse,Brussels,Brussels,16.666666666666668
3317,True,800.0,1.0,87.0,True,False,False,False,0.0,False,0.0,False,bon,1190,Appartement,Brussels,Brussels,9.195402298850574
3318,True,500.0,1.0,160.50541498310923,True,False,False,False,0.0,False,0.0,False,fraîchementrénové,4020,Appartement,Liège,Region Walloonie,3.115159697587881
3319,True,1050.0,1.0,65.0,True,False,False,True,20.0,True,25.0,False,excellentétat,1180,Rez-de-chaussée,Brussels,Brussels,16.153846153846153
3320,True,1650.0,2.0,110.0,True,True,False,True,4.0,False,0.0,False,excellentétat,1050,Appartement,Brussels,Brussels,15.0
3321,True,980.0,3.0,130.0,True,False,False,True,10.0,False,0.0,False,bon,5020,Appartement,Namur,Region Walloonie,7.538461538461538
3322,True,890.0,2.0,120.0,True,False,False,True,32.0,False,0.0,False,bon,5530,Duplex,Namur,Region Walloonie,7.416666666666667
3323,True,950.0,2.0,120.0,True,False,False,True,17.0,True,0.0,False,excellentétat,9100,Maison,East Flanders,Region Flanders,7.916666666666667
3324,True,1150.0,3.0,128.0,True,False,False,False,0.0,True,1.0,False,bon,5004,Maison,Namur,Region Walloonie,8.984375
3325,True,1100.0,3.0,124.0,True,False,False,False,0.0,True,1.0,False,bon,5004,Maison,Namur,Region Walloonie,8.870967741935484
3326,True,875.0,3.0,160.50541498310923,True,False,False,False,0.0,False,0.0,False,excellentétat,8550,Maison,Walloon Region,Region Walloonie,5.451529470778793
3327,True,1500.0,2.0,125.0,True,False,False,True,33.0,False,0.0,False,excellentétat,1950,Duplex,Flemish Brabant,Region Flanders,12.0
3328,True,1250.0,1.0,55.0,True,True,False,True,6.0,False,0.0,False,excellentétat,1950,Appartement,Flemish Brabant,Region Flanders,22.727272727272727
3329,True,700.0,2.0,67.0,True,False,False,True,10.0,False,0.0,False,bon,8620,Appartement,Walloon Region,Region Walloonie,10.447761194029852
3330,True,875.0,2.0,130.0,True,False,False,True,5.0,False,0.0,False,bon,4000,Appartement,Liège,Region Walloonie,6.730769230769231
3331,True,700.0,2.0,75.0,True,False,False,False,0.0,False,0.0,False,bon,8434,Appartement,Walloon Region,Region Walloonie,9.333333333333334
3332,True,1280.0,2.0,90.0,True,False,False,False,0.0,False,0.0,False,excellentétat,1200,Appartement,Brussels,Brussels,14.22222222222222
3333,True,1675.0,2.0,117.0,True,False,False,True,16.0,False,0.0,False,excellentétat,1000,Appartement,Brussels,Brussels,14.316239316239315
3334,True,1650.0,2.0,110.0,True,True,False,False,0.0,False,0.0,False,fraîchementrénové,1050,Appartement,Brussels,Brussels,15.0
3335,True,850.0,3.0,160.50541498310923,True,False,False,True,15.0,False,0.0,False,excellentétat,4122,Appartement,Liège,Region Walloonie,5.295771485899399
3336,True,350.0,4.0,140.0,True,True,False,False,0.0,False,0.0,False,fraîchementrénové,6030,Studio,Hainaut,Region Walloonie,2.5
3337,True,980.0,3.0,150.0,True,False,True,True,15.0,False,0.0,False,fraîchementrénové,5660,Villa,Namur,Region Walloonie,6.533333333333333
3338,True,995.0,3.0,179.0,True,False,False,False,0.0,False,0.0,False,excellentétat,9000,Appartement,East Flanders,Region Flanders,5.558659217877095
3339,True,795.0,2.0,79.0,True,False,False,True,10.0,False,0.0,False,excellentétat,9000,Appartement,East Flanders,Region Flanders,10.063291139240508
3340,True,1000.0,1.0,51.0,True,False,False,False,0.0,False,0.0,False,excellentétat,1050,Duplex,Brussels,Brussels,19.607843137254903
3341,True,820.0,2.0,72.0,True,False,False,True,50.0,False,0.0,False,bon,3012,Appartement,Flemish Region,Region Flanders,11.38888888888889
3342,True,1250.0,3.0,200.0,True,False,False,True,24.0,True,650.0,False,excellentétat,5640,Maison,Namur,Region Walloonie,6.25
3343,True,530.0,1.0,66.0,True,False,False,False,0.0,False,0.0,False,fraîchementrénové,7500,Appartement,Walloon Region,Region Walloonie,8.030303030303031
3344,True,900.0,2.0,80.0,True,False,False,False,0.0,False,0.0,False,bon,6700,Appartement,Luxembourg,Region Walloonie,11.25
3345,True,800.0,2.0,93.0,True,False,False,True,6.0,True,253.0,False,excellentétat,4950,Rez-de-chaussée,Liège,Region Walloonie,8.602150537634408
3346,True,850.0,2.0,75.0,True,False,False,False,0.0,False,0.0,False,fraîchementrénové,1560,Appartement,Flemish Brabant,Region Flanders,11.333333333333334
3347,True,1250.0,2.0,90.0,True,False,False,True,4.0,False,0.0,False,fraîchementrénové,1000,Appartement,Brussels,Brussels,13.88888888888889
3348,True,575.0,1.0,50.0,True,False,False,True,8.0,False,0.0,False,àrénover,7600,Appartement,Walloon Region,Region Walloonie,11.5
3349,True,1050.0,2.0,160.50541498310923,True,False,False,True,24.0,True,361.0,False,bon,4400,Maison,Liège,Region Walloonie,6.541835364934552
3350,True,1275.0,3.0,160.50541498310923,True,False,False,False,0.0,False,0.0,False,bon,3910,Maison,Limburg,Region Flanders,7.943657228849098
3351,True,945.0,2.0,102.0,True,False,False,True,17.0,False,0.0,False,bon,9000,Appartement,East Flanders,Region Flanders,9.264705882352942
3352,True,650.0,1.0,160.50541498310923,True,False,False,False,0.0,False,0.0,False,bon,9031,Maison,East Flanders,Region Flanders,4.049707606864246
3353,True,825.0,2.0,83.0,True,False,False,True,39.0,False,0.0,False,bon,3630,Appartement,Limburg,Region Flanders,9.939759036144578
3354,True,750.0,2.0,113.0,True,False,False,True,6.0,False,0.0,False,bon,9031,Duplex,East Flanders,Region Flanders,6.6371681415929205
3355,True,1890.0,2.0,125.0,True,False,False,True,6.0,False,0.0,False,excellentétat,1060,Appartement,Brussels,Brussels,15.12
3356,True,870.0,2.0,113.0,True,False,False,True,20.0,False,0.0,False,àrafraîchir,7190,Appartement,Walloon Region,Region Walloonie,7.699115044247788
3357,True,830.0,2.0,108.0,True,False,False,False,0.0,False,0.0,False,bon,7190,Appartement,Walloon Region,Region Walloonie,7.685185185185185
3358,True,1200.0,1.0,95.0,True,True,False,False,0.0,True,0.0,False,excellentétat,1050,Appartement,Brussels,Brussels,12.63157894736842
3359,True,990.0,3.0,126.0,True,False,False,True,13.0,False,0.0,False,àrafraîchir,1755,Appartement,Flemish Brabant,Region Flanders,7.857142857142857
3360,True,1620.0,3.0,133.0,True,False,False,True,50.0,False,0.0,False,bon,1150,Penthouse,Brussels,Brussels,12.180451127819548
3361,True,1085.0,2.0,112.0,True,False,False,True,25.0,False,0.0,False,excellentétat,3090,Duplex,Flemish Region,Region Flanders,9.6875
3362,True,1100.0,2.0,73.0,True,False,False,False,0.0,False,0.0,False,excellentétat,8300,Appartement,Walloon Region,Region Walloonie,15.068493150684931
3363,True,995.0,2.0,126.0,True,False,False,False,0.0,False,0.0,False,excellentétat,3000,Appartement,Flemish Region,Region Flanders,7.896825396825397
3364,True,775.0,1.0,52.0,True,False,False,False,0.0,False,0.0,False,àrénover,3080,Rez-de-chaussée,Flemish Region,Region Flanders,14.903846153846152
3365,True,710.0,2.0,85.0,True,False,False,True,7.0,False,0.0,False,excellentétat,2530,Appartement,Antwerp,Region Flanders,8.352941176470589
3366,True,850.0,3.0,105.0,True,False,False,True,4.0,False,0.0,False,excellentétat,5030,Rez-de-chaussée,Namur,Region Walloonie,8.095238095238095
3367,True,980.0,2.0,128.0,True,False,False,True,12.0,False,0.0,False,excellentétat,5640,Appartement,Namur,Region Walloonie,7.65625
3368,True,950.0,2.0,82.0,True,False,False,True,24.0,True,1.0,False,excellentétat,5640,Appartement,Namur,Region Walloonie,11.585365853658535
3369,True,980.0,3.0,93.0,True,False,False,True,10.0,False,0.0,False,excellentétat,5640,Appartement,Namur,Region Walloonie,10.53763440860215
3370,True,900.0,2.0,87.0,True,False,False,True,21.0,False,0.0,False,excellentétat,4050,Appartement,Liège,Region Walloonie,10.344827586206897
3371,True,725.0,3.0,90.0,True,False,False,True,10.0,False,0.0,False,excellentétat,6880,Maison,Luxembourg,Region Walloonie,8.055555555555555
3372,True,1375.0,1.0,115.0,True,False,False,True,17.0,False,0.0,False,excellentétat,1200,Rez-de-chaussée,Brussels,Brussels,11.956521739130435
3373,True,1550.0,3.0,135.0,True,False,False,True,13.0,False,0.0,False,excellentétat,1150,Appartement,Brussels,Brussels,11.48148148148148
3374,True,750.0,2.0,82.0,True,False,False,True,4.0,False,0.0,False,excellentétat,9160,Appartement,East Flanders,Region Flanders,9.146341463414634
3375,True,730.0,2.0,100.0,True,False,False,False,0.0,False,0.0,False,bon,9470,Appartement,East Flanders,Region Flanders,7.3
3376,True,825.0,2.0,87.0,True,False,False,True,17.0,False,0.0,False,excellentétat,3500,Appartement,Limburg,Region Flanders,9.482758620689657
3377,True,835.0,2.0,83.0,True,False,False,False,0.0,False,0.0,False,bon,3000,Duplex,Flemish Region,Region Flanders,10.060240963855422
3378,True,1050.0,2.0,98.0,True,False,False,True,14.0,False,0.0,False,bon,1140,Appartement,Brussels,Brussels,10.714285714285714
3379,True,850.0,2.0,80.0,True,False,False,True,10.0,False,0.0,False,bon,3000,Appartement,Flemish Region,Region Flanders,10.625
3380,True,1050.0,1.0,160.50541498310923,True,True,False,False,0.0,False,0.0,False,excellentétat,2000,Appartement,Antwerp,Region Flanders,6.541835364934552
3381,True,885.0,2.0,91.0,True,False,False,True,6.0,False,0.0,False,bon,2600,Appartement,Antwerp,Region Flanders,9.725274725274724
3382,True,1000.0,1.0,60.0,True,True,False,False,0.0,False,0.0,False,bon,1000,Appartement,Brussels,Brussels,16.666666666666668
3383,True,1150.0,2.0,85.0,True,False,False,True,5.0,True,45.0,False,excellentétat,1180,Appartement,Brussels,Brussels,13.529411764705882
3384,True,930.0,3.0,123.0,True,False,False,True,17.0,False,0.0,False,excellentétat,7531,Maison,Walloon Region,Region Walloonie,7.560975609756097
3385,True,800.0,1.0,66.0,True,False,False,True,10.0,False,0.0,False,bon,5000,Appartement,Namur,Region Walloonie,12.12121212121212
3386,True,995.0,1.0,45.0,True,True,False,False,0.0,False,0.0,False,excellentétat,1000,Appartement,Brussels,Brussels,22.11111111111111
3387,True,2280.0,2.0,119.0,True,True,False,True,9.0,False,0.0,False,excellentétat,1050,Penthouse,Brussels,Brussels,19.159663865546214
3388,True,1100.0,2.0,117.0,True,False,False,True,12.0,False,0.0,False,bon,3001,Appartement,Flemish Region,Region Flanders,9.401709401709402
3389,True,720.0,2.0,68.0,True,False,False,True,22.0,False,0.0,False,bon,4650,Appartement,Liège,Region Walloonie,10.588235294117649
3390,True,1100.0,2.0,80.0,True,False,False,False,0.0,True,800.0,False,bon,6700,Rez-de-chaussée,Luxembourg,Region Walloonie,13.75
3391,True,1280.0,2.0,104.0,True,False,False,True,21.0,False,0.0,False,excellentétat,1070,Penthouse,Brussels,Brussels,12.307692307692308
3392,True,800.0,2.0,150.0,True,False,False,False,0.0,False,0.0,False,excellentétat,7940,Duplex,Walloon Region,Region Walloonie,5.333333333333333
3393,True,850.0,2.0,117.0,True,False,False,True,17.0,False,0.0,False,excellentétat,4960,Maison,Liège,Region Walloonie,7.264957264957265
3394,True,890.0,2.0,123.0,True,False,False,True,15.0,False,0.0,False,excellentétat,1400,Penthouse,Walloon Brabant,Region Walloonie,7.235772357723577
3395,True,925.0,2.0,90.0,True,False,False,True,10.0,False,0.0,False,excellentétat,1435,Appartement,Walloon Brabant,Region Walloonie,10.27777777777778
3396,True,950.0,2.0,103.0,True,False,False,True,9.0,False,0.0,False,excellentétat,1400,Penthouse,Walloon Brabant,Region Walloonie,9.223300970873789
3397,True,840.0,2.0,107.0,True,False,False,True,70.0,False,0.0,True,excellentétat,4653,Appartement,Liège,Region Walloonie,7.850467289719626
3398,True,975.0,2.0,103.0,True,False,False,True,4.0,False,0.0,False,excellentétat,1500,Appartement,Flemish Brabant,Region Flanders,9.466019417475728
3399,True,650.0,2.0,103.0,True,False,False,False,0.0,False,0.0,False,excellentétat,7971,Duplex,Walloon Region,Region Walloonie,6.310679611650485
3400,True,1150.0,3.0,110.0,True,False,True,True,24.0,True,800.0,False,excellentétat,4053,Maison,Liège,Region Walloonie,10.454545454545457
3401,True,1150.0,2.0,88.0,True,True,True,True,10.0,False,0.0,False,bon,1140,Appartement,Brussels,Brussels,13.068181818181818
3402,True,760.0,1.0,70.0,True,False,False,True,3.0,False,0.0,False,àrénover,1020,Appartement,Brussels,Brussels,10.857142857142858
3403,True,1250.0,2.0,90.0,True,True,False,True,4.0,False,0.0,False,àrafraîchir,1180,Appartement,Brussels,Brussels,13.88888888888889
3404,True,580.0,2.0,60.0,True,False,False,False,0.0,False,0.0,False,excellentétat,6040,Rez-de-chaussée,Hainaut,Region Walloonie,9.666666666666666
3405,True,750.0,2.0,73.0,True,False,False,False,0.0,False,0.0,False,excellentétat,8790,Appartement,Walloon Region,Region Walloonie,10.273972602739724
3406,True,720.0,1.0,72.0,True,False,False,True,24.0,False,0.0,False,bon,1800,Appartement,Flemish Brabant,Region Flanders,10.0
3407,True,850.0,2.0,94.0,True,False,False,False,0.0,True,150.0,False,bon,9470,Rez-de-chaussée,East Flanders,Region Flanders,9.04255319148936
3408,True,950.0,3.0,160.50541498310923,True,False,False,True,24.0,False,0.0,False,bon,8480,Maison,Walloon Region,Region Walloonie,5.918803425416975
3409,True,645.0,1.0,58.0,True,False,False,False,0.0,False,0.0,False,fraîchementrénové,2170,Appartement,Antwerp,Region Flanders,11.120689655172416
3410,True,570.0,1.0,55.0,True,False,False,False,0.0,False,0.0,False,bon,4621,Appartement,Liège,Region Walloonie,10.363636363636363
3411,True,850.0,1.0,55.0,True,True,False,True,10.0,False,0.0,False,bon,8300,Appartement,Walloon Region,Region Walloonie,15.454545454545457
3412,True,550.0,1.0,85.0,True,False,False,False,0.0,False,0.0,False,bon,4900,Appartement,Liège,Region Walloonie,6.470588235294118
3413,True,900.0,1.0,50.0,True,True,False,False,0.0,False,0.0,False,bon,1050,Appartement,Brussels,Brussels,18.0
3414,True,1350.0,2.0,170.0,True,True,True,False,0.0,True,300.0,False,bon,9030,Maison,East Flanders,Region Flanders,7.9411764705882355
3415,True,875.0,3.0,120.0,True,False,False,True,60.0,False,0.0,False,bon,6041,Appartement,Hainaut,Region Walloonie,7.291666666666667
3416,True,800.0,1.0,66.0,True,False,False,True,13.0,False,0.0,False,excellentétat,2050,Appartement,Antwerp,Region Flanders,12.12121212121212
3417,True,900.0,2.0,95.0,True,False,False,True,1.0,True,1.0,False,excellentétat,3600,Rez-de-chaussée,Limburg,Region Flanders,9.473684210526317
3418,True,670.0,2.0,105.0,True,False,False,False,0.0,False,0.0,False,bon,4800,Duplex,Liège,Region Walloonie,6.380952380952381
3419,True,1450.0,2.0,110.0,True,False,False,True,3.0,False,0.0,False,fraîchementrénové,9000,Appartement,East Flanders,Region Flanders,13.181818181818182
3420,True,1300.0,1.0,85.0,True,False,False,True,6.0,False,0.0,False,àrénover,1060,Appartement,Brussels,Brussels,15.294117647058824
3421,True,485.0,1.0,60.0,True,False,False,False,0.0,False,0.0,False,fraîchementrénové,4800,Appartement,Liège,Region Walloonie,8.083333333333334
3422,True,750.0,1.0,55.0,True,False,False,True,2.0,False,0.0,False,fraîchementrénové,3000,Appartement,Flemish Region,Region Flanders,13.636363636363637
3423,True,810.0,2.0,91.0,True,False,False,True,10.0,False,0.0,False,excellentétat,2500,Appartement,Antwerp,Region Flanders,8.901098901098901
3424,True,550.0,1.0,50.0,True,False,False,True,10.0,False,0.0,False,bon,4900,Appartement,Liège,Region Walloonie,11.0
3425,True,590.0,1.0,60.0,True,False,False,True,8.0,False,0.0,False,bon,7500,Appartement,Walloon Region,Region Walloonie,9.833333333333334
3426,True,800.0,1.0,61.0,True,False,False,False,0.0,False,0.0,False,bon,7180,Appartement,Walloon Region,Region Walloonie,13.114754098360656
3427,True,930.0,2.0,94.0,True,True,False,True,9.0,False,0.0,False,excellentétat,9051,Appartement,East Flanders,Region Flanders,9.893617021276595
3428,True,2100.0,5.0,150.0,True,False,False,True,15.0,True,80.0,False,bon,1970,Maison,Flemish Brabant,Region Flanders,14.0
3429,True,1200.0,3.0,94.0,True,False,False,True,4.0,False,0.0,False,excellentétat,1200,Appartement,Brussels,Brussels,12.76595744680851
3430,True,2950.0,2.0,110.0,True,True,False,True,17.0,False,0.0,False,excellentétat,8300,Appartement,Walloon Region,Region Walloonie,26.818181818181817
3431,True,1850.0,2.0,140.0,True,False,False,False,0.0,True,27.0,False,fraîchementrénové,1050,Rez-de-chaussée,Brussels,Brussels,13.214285714285714
3432,True,585.0,2.0,95.0,True,False,False,False,0.0,False,0.0,False,excellentétat,6890,Appartement,Luxembourg,Region Walloonie,6.157894736842105
3433,True,1050.0,2.0,70.0,True,False,False,True,5.0,False,0.0,False,excellentétat,1060,Appartement,Brussels,Brussels,15.0
3434,True,1150.0,3.0,140.0,True,False,False,False,0.0,True,50.0,False,fraîchementrénové,1370,Maison,Walloon Brabant,Region Walloonie,8.214285714285714
3435,True,1575.0,2.0,107.0,True,False,False,True,15.0,False,0.0,False,excellentétat,1050,Penthouse,Brussels,Brussels,14.719626168224298
3436,True,1575.0,2.0,107.0,True,False,False,True,15.0,False,0.0,False,excellentétat,1060,Penthouse,Brussels,Brussels,14.719626168224298
3437,True,1400.0,1.0,70.0,True,True,False,False,0.0,False,0.0,False,excellentétat,1050,Appartement,Brussels,Brussels,20.0
3438,True,850.0,2.0,88.0,True,False,False,False,0.0,False,0.0,False,bon,5170,Appartement,Namur,Region Walloonie,9.659090909090908
3439,True,850.0,4.0,187.0,True,False,False,False,0.0,False,0.0,False,bon,9600,Maison,East Flanders,Region Flanders,4.545454545454546
3440,True,850.0,4.0,187.0,True,False,False,False,0.0,False,0.0,False,bon,9600,Rez-de-chaussée,East Flanders,Region Flanders,4.545454545454546
3441,True,850.0,4.0,187.0,True,False,False,False,0.0,False,0.0,False,bon,9600,Appartement,East Flanders,Region Flanders,4.545454545454546
3442,True,1500.0,2.0,85.0,True,True,False,True,15.0,False,0.0,False,excellentétat,1030,Appartement,Brussels,Brussels,17.647058823529413
3443,True,975.0,1.0,69.0,True,False,False,True,10.0,False,0.0,False,excellentétat,1000,Appartement,Brussels,Brussels,14.130434782608695
3444,True,2250.0,4.0,160.0,True,False,False,True,5.0,False,0.0,False,excellentétat,1200,Maison,Brussels,Brussels,14.0625
3445,True,1650.0,3.0,180.0,True,False,False,True,60.0,True,800.0,False,excellentétat,1440,Maison,Walloon Brabant,Region Walloonie,9.166666666666666
3446,True,830.0,3.0,110.0,True,False,False,False,0.0,False,0.0,False,excellentétat,9300,Duplex,East Flanders,Region Flanders,7.545454545454546
3447,True,1200.0,2.0,102.0,True,False,False,True,20.0,False,0.0,False,excellentétat,1070,Appartement,Brussels,Brussels,11.764705882352942
3448,True,890.0,2.0,80.0,True,False,False,True,10.0,False,0.0,False,fraîchementrénové,1480,Appartement,Walloon Brabant,Region Walloonie,11.125
3449,True,790.0,2.0,84.0,True,False,False,True,2.0,False,0.0,False,bon,7060,Appartement,Walloon Region,Region Walloonie,9.404761904761903
3450,True,590.0,2.0,150.0,True,False,False,False,0.0,False,0.0,False,bon,8820,Appartement,Walloon Region,Region Walloonie,3.933333333333333
3451,True,800.0,2.0,75.0,True,False,False,True,6.0,False,0.0,False,bon,1731,Appartement,Flemish Brabant,Region Flanders,10.666666666666666
3452,True,790.0,2.0,84.0,True,False,False,False,0.0,False,0.0,False,bon,1670,Appartement,Flemish Brabant,Region Flanders,9.404761904761903
3453,True,1095.0,2.0,130.0,True,False,False,True,17.0,False,0.0,False,bon,9000,Appartement,East Flanders,Region Flanders,8.423076923076923
3454,True,680.0,1.0,65.0,True,False,False,True,30.0,True,0.0,False,bon,2400,Appartement,Antwerp,Region Flanders,10.461538461538462
3455,True,1100.0,1.0,67.0,True,False,False,True,6.0,False,0.0,False,bon,1000,Appartement,Brussels,Brussels,16.417910447761194
3456,True,590.0,2.0,106.0,True,False,False,False,0.0,False,0.0,False,bon,8900,Appartement,Walloon Region,Region Walloonie,5.566037735849057
3457,True,950.0,4.0,160.0,True,False,False,True,21.0,True,50.0,False,excellentétat,5170,Maisondecampagne,Namur,Region Walloonie,5.9375
3458,True,1600.0,2.0,167.0,True,False,False,True,10.0,True,115.0,False,bon,1050,Duplex,Brussels,Brussels,9.580838323353293
3459,True,850.0,1.0,73.0,True,False,False,False,0.0,False,0.0,False,excellentétat,1030,Appartement,Brussels,Brussels,11.643835616438356
3460,True,850.0,2.0,160.50541498310923,True,False,False,False,0.0,False,0.0,False,excellentétat,7610,Maison,Walloon Region,Region Walloonie,5.295771485899399
3461,True,1300.0,2.0,130.0,True,True,False,True,6.0,False,0.0,False,bon,2018,Appartement,Antwerp,Region Flanders,10.0
3462,True,750.0,2.0,123.0,True,False,False,False,0.0,False,0.0,False,bon,4000,Maison,Liège,Region Walloonie,6.097560975609756
3463,True,1750.0,3.0,156.0,True,False,False,True,16.0,False,0.0,False,excellentétat,1200,Duplex,Brussels,Brussels,11.217948717948715
3464,True,850.0,1.0,50.0,True,True,False,False,0.0,False,0.0,False,excellentétat,1170,Studio,Brussels,Brussels,17.0
3465,True,845.0,2.0,160.50541498310923,True,False,False,False,0.0,False,0.0,False,bon,3130,Appartement,Flemish Region,Region Flanders,5.26461988892352
3466,True,690.0,1.0,41.0,True,True,False,True,10.0,False,0.0,False,excellentétat,4000,Appartement,Liège,Region Walloonie,16.829268292682926
3467,True,635.0,2.0,90.0,True,False,False,True,4.0,False,0.0,False,excellentétat,9620,Appartement,East Flanders,Region Flanders,7.055555555555555
3468,True,1200.0,3.0,120.0,True,False,False,False,0.0,False,0.0,False,fraîchementrénové,1460,Maison,Walloon Brabant,Region Walloonie,10.0
3469,True,665.0,2.0,80.0,True,False,False,False,0.0,False,0.0,False,bon,5100,Appartement,Namur,Region Walloonie,8.3125
3470,True,830.0,2.0,91.0,True,False,False,True,11.0,False,0.0,False,àrénover,9120,Appartement,East Flanders,Region Flanders,9.12087912087912
3471,True,550.0,2.0,81.0,True,False,False,True,10.0,False,0.0,False,àrafraîchir,8950,Maison,Walloon Region,Region Walloonie,6.790123456790123
3472,True,1400.0,1.0,65.0,True,True,False,True,8.0,False,0.0,False,excellentétat,1000,Appartement,Brussels,Brussels,21.53846153846154
3473,True,1150.0,2.0,100.0,True,False,False,True,7.0,False,0.0,False,bon,1000,Appartement,Brussels,Brussels,11.5
3474,True,750.0,3.0,160.50541498310923,True,False,False,True,10.0,True,14.0,False,bon,7543,Maison,Walloon Region,Region Walloonie,4.672739546381822
3475,True,630.0,2.0,65.0,True,False,False,False,0.0,False,0.0,False,bon,5100,Appartement,Namur,Region Walloonie,9.692307692307692
3476,True,750.0,4.0,138.0,True,False,False,True,12.0,False,0.0,False,bon,5630,Maison,Namur,Region Walloonie,5.434782608695652
3477,True,875.0,2.0,80.0,True,False,False,True,10.0,False,0.0,False,bon,4600,Appartement,Liège,Region Walloonie,10.9375
3478,True,950.0,2.0,80.0,True,False,False,True,10.0,False,0.0,False,àrafraîchir,4600,Appartement,Liège,Region Walloonie,11.875
3479,True,1100.0,2.0,80.0,True,False,False,True,10.0,False,0.0,False,excellentétat,1090,Appartement,Brussels,Brussels,13.75
3480,True,1000.0,2.0,89.0,True,True,False,True,6.0,False,0.0,False,excellentétat,5001,Appartement,Namur,Region Walloonie,11.235955056179776
3481,True,680.0,1.0,55.0,True,False,False,False,0.0,True,15.0,False,excellentétat,1360,Appartement,Walloon Brabant,Region Walloonie,12.363636363636363
3482,True,980.0,2.0,85.0,True,False,False,True,6.0,False,0.0,False,fraîchementrénové,1020,Appartement,Brussels,Brussels,11.529411764705882
3483,True,750.0,2.0,80.0,True,False,False,True,5.0,False,0.0,False,excellentétat,6800,Appartement,Luxembourg,Region Walloonie,9.375
3484,True,1150.0,3.0,115.0,True,False,False,True,17.0,True,55.0,False,excellentétat,9000,Rez-de-chaussée,East Flanders,Region Flanders,10.0
3485,True,1150.0,3.0,115.0,True,False,False,True,17.0,True,55.0,False,excellentétat,9000,Appartement,East Flanders,Region Flanders,10.0
3486,True,1250.0,2.0,184.0,True,False,False,False,0.0,False,0.0,False,bon,9800,Immeublemixte,East Flanders,Region Flanders,6.793478260869565
3487,True,990.0,3.0,130.0,True,False,False,False,0.0,False,0.0,False,bon,9070,Appartement,East Flanders,Region Flanders,7.615384615384615
3488,True,1100.0,2.0,87.0,True,True,False,True,5.0,False,0.0,False,excellentétat,1140,Appartement,Brussels,Brussels,12.64367816091954
3489,True,755.0,1.0,160.50541498310923,True,False,False,True,4.0,False,0.0,False,excellentétat,3200,Maisonbel-étage,Flemish Region,Region Flanders,4.703891143357701
3490,True,750.0,2.0,70.0,True,False,False,True,14.0,False,0.0,False,excellentétat,5300,Appartement,Namur,Region Walloonie,10.714285714285714
